hand_min_x,hand_min_y,hand_width,hand_height,object_min_x,object_min_y,object_width,object_height,handedness,picture_name,grasp
1316,700,247,273,236,373,473,628,right,frame_10757.jpg,none
1136,532,170,143,0,0,0,0,right,frame_3394.jpg,none
1154,504,204,218,123,167,247,298,right,frame_9618.jpg,none
1381,639,279,289,0,0,0,0,right,frame_4764.jpg,none
1083,573,192,210,152,142,304,282,right,frame_9598.jpg,none
1272,728,267,206,1184,986,529,188,right,frame_3373.jpg,none
1353,718,240,161,1294,608,124,394,right,frame_11105.jpg,none
982,602,190,268,190,668,155,103,right,frame_4391.jpg,none
1420,814,243,266,1307,657,205,365,right,frame_10853.jpg,none
1113,902,162,162,0,0,0,0,right,frame_206.jpg,none
1447,780,266,261,1361,693,65,244,right,frame_11518.jpg,none
1434,69,239,286,0,0,0,0,right,frame_10964.jpg,none
1479,838,164,242,841,130,134,174,right,frame_10602.jpg,none
1197,680,232,262,1174,609,108,458,right,frame_10736.jpg,none
972,607,212,278,0,0,0,0,right,frame_4421.jpg,none
1028,608,212,282,204,621,157,106,right,frame_4438.jpg,none
1236,725,228,239,624,197,237,246,right,frame_9699.jpg,none
1426,576,236,345,1294,781,271,460,right,frame_10905.jpg,none
1073,789,225,291,496,197,160,171,right,frame_9650.jpg,none
1019,631,177,130,596,244,118,145,right,frame_9370.jpg,none
1399,747,253,243,1318,733,104,349,right,frame_11502.jpg,none
1317,678,179,282,324,140,235,213,right,frame_9723.jpg,none
1090,573,224,220,162,134,325,267,right,frame_9590.jpg,none
1297,697,243,288,815,75,146,150,right,frame_10755.jpg,none
949,690,286,160,384,372,396,745,right,frame_9482.jpg,none
1186,590,187,245,319,168,317,248,right,frame_9663.jpg,none
1362,726,253,245,1286,737,100,390,right,frame_11494.jpg,none
1367,437,239,161,0,0,0,0,right,frame_3413.jpg,none
1339,756,269,202,632,167,243,267,right,frame_11487.jpg,none
1075,564,200,215,153,141,307,280,right,frame_9597.jpg,none
1255,820,133,214,739,733,101,109,right,frame_8910.jpg,none
1294,284,281,219,0,0,0,0,right,frame_1675.jpg,none
1076,543,182,159,610,76,149,152,right,frame_9443.jpg,none
1133,689,160,231,1198,729,102,174,right,frame_2730.jpg,none
1215,719,203,197,301,569,573,254,right,frame_9678.jpg,none
1164,597,203,246,1104,678,367,405,right,frame_10176.jpg,none
1284,808,194,247,1152,812,181,445,right,frame_10340.jpg,none
1155,591,220,236,1100,673,366,412,right,frame_10168.jpg,none
1352,750,252,202,648,170,247,268,right,frame_11489.jpg,none
1091,528,172,162,606,76,153,153,right,frame_9442.jpg,none
1503,907,268,173,1492,717,69,366,right,frame_11162.jpg,none
1430,760,169,320,863,155,190,235,right,frame_10628.jpg,none
1435,800,237,280,1308,662,208,358,right,frame_10852.jpg,none
1441,365,422,288,0,0,0,0,right,frame_1402.jpg,none
1221,683,233,277,1048,506,92,169,right,frame_10742.jpg,none
959,698,277,174,0,0,0,0,right,frame_9457.jpg,none
1226,497,195,225,707,51,155,101,right,frame_9502.jpg,none
1430,60,237,311,1745,236,349,470,right,frame_10974.jpg,none
1198,472,175,161,0,0,0,0,right,frame_3400.jpg,none
1238,492,154,226,0,0,0,0,right,frame_9503.jpg,none
1436,777,263,256,771,201,220,254,right,frame_11516.jpg,none
1178,494,174,161,0,0,0,0,right,frame_3398.jpg,none
905,769,187,200,0,0,0,0,right,frame_3568.jpg,none
1518,48,287,373,1817,267,204,535,right,frame_10917.jpg,none
1190,636,209,216,1102,672,331,410,right,frame_10202.jpg,none
1217,658,203,284,590,199,130,149,right,frame_9385.jpg,none
1344,753,264,206,640,167,252,266,right,frame_11488.jpg,none
1287,805,193,242,1148,811,182,443,right,frame_10339.jpg,none
986,611,192,270,0,0,0,0,right,frame_4397.jpg,none
1263,498,147,213,702,54,155,108,right,frame_9505.jpg,none
961,708,284,193,343,396,408,775,right,frame_9473.jpg,none
1192,504,172,209,0,0,0,0,right,frame_9500.jpg,none
1224,689,200,230,1104,675,302,380,right,frame_10242.jpg,none
973,700,297,215,302,399,419,770,right,frame_9465.jpg,none
1180,637,225,233,1098,670,331,409,right,frame_10207.jpg,none
1115,464,178,161,602,84,150,161,right,frame_9432.jpg,none
1419,771,243,214,742,204,221,262,right,frame_11510.jpg,none
1242,673,182,242,217,210,248,270,right,frame_9770.jpg,none
1413,751,250,250,726,199,224,257,right,frame_11506.jpg,none
1345,819,180,204,921,685,232,214,right,frame_6097.jpg,none
1432,808,134,225,0,0,0,0,right,frame_9277.jpg,none
1230,537,260,175,1119,568,146,175,right,frame_7136.jpg,none
1475,871,260,186,1465,700,69,359,right,frame_11149.jpg,none
1206,710,232,247,360,228,284,230,right,frame_9780.jpg,none
1116,593,285,182,1107,707,288,497,right,frame_10025.jpg,none
1133,600,199,220,353,488,199,191,right,frame_9518.jpg,none
1227,689,247,292,725,70,159,140,right,frame_10745.jpg,none
873,496,199,297,0,0,0,0,right,frame_3558.jpg,none
1351,765,256,178,1361,620,70,302,right,frame_11120.jpg,none
1392,460,198,218,1465,360,258,213,right,frame_6082.jpg,none
1044,623,196,163,589,219,127,146,right,frame_9376.jpg,none
1180,644,229,238,1101,671,320,413,right,frame_10212.jpg,none
1157,655,136,223,180,656,155,105,right,frame_4371.jpg,none
980,602,194,273,0,0,0,0,right,frame_4393.jpg,none
1284,660,179,261,481,232,255,229,right,frame_9739.jpg,none
959,714,288,202,330,392,409,765,right,frame_9470.jpg,none
1325,696,258,235,1027,530,126,168,right,frame_7148.jpg,none
1298,751,227,329,438,187,169,175,right,frame_9640.jpg,none
1166,565,185,215,245,125,339,249,right,frame_9566.jpg,none
963,710,284,178,195,397,390,330,right,frame_9476.jpg,none
1367,740,253,296,1357,872,164,280,right,frame_10902.jpg,none
1498,763,262,302,1279,576,226,282,right,frame_10787.jpg,none
1154,598,216,249,1105,678,369,405,right,frame_10177.jpg,none
1444,452,262,162,0,0,0,0,right,frame_3418.jpg,none
1226,678,251,198,1562,765,169,143,right,frame_3376.jpg,none
1206,633,195,259,1103,674,305,409,right,frame_10226.jpg,none
1083,637,219,228,354,493,202,192,right,frame_9520.jpg,none
1373,506,193,204,1453,365,244,220,right,frame_6085.jpg,none
1149,582,202,233,1092,673,367,415,right,frame_10163.jpg,none
1262,672,192,251,264,180,234,203,right,frame_9765.jpg,none
1427,64,248,298,0,0,0,0,right,frame_10965.jpg,none
1448,528,226,327,1288,781,267,461,right,frame_10906.jpg,none
1224,695,202,219,1103,672,302,380,right,frame_10243.jpg,none
1448,712,268,315,846,195,191,242,right,frame_10773.jpg,none
1142,653,176,220,271,172,331,260,right,frame_9659.jpg,none
1086,542,180,190,671,90,147,179,right,frame_9552.jpg,none
1455,790,277,265,1380,752,93,359,right,frame_11521.jpg,none
1235,531,127,191,657,546,58,87,right,frame_8924.jpg,none
1329,765,282,193,1252,701,105,344,right,frame_11486.jpg,none
1239,734,230,240,628,190,237,226,right,frame_9701.jpg,none
1355,579,190,188,0,0,0,0,right,frame_6088.jpg,none
1234,674,207,292,591,198,130,148,right,frame_9386.jpg,none
1208,609,183,243,1110,672,363,409,right,frame_10189.jpg,none
1343,753,211,327,1301,811,173,265,right,frame_10637.jpg,none
1068,798,155,161,0,0,0,0,right,frame_210.jpg,none
1396,750,131,226,0,0,0,0,right,frame_9279.jpg,none
1477,803,276,254,1388,714,69,272,right,frame_11526.jpg,none
1238,743,188,310,1116,774,202,440,right,frame_10322.jpg,none
1232,560,160,278,695,560,98,109,right,frame_8968.jpg,none
846,698,268,233,696,77,157,154,right,frame_9531.jpg,none
1487,868,143,211,1056,411,125,185,right,frame_10593.jpg,none
830,699,272,224,366,512,196,188,right,frame_9532.jpg,none
1244,557,127,197,0,0,0,0,right,frame_8922.jpg,none
1518,836,267,238,1451,785,87,373,right,frame_11546.jpg,none
1211,455,128,185,1539,522,352,245,right,frame_8944.jpg,none
1425,297,253,210,0,0,0,0,right,frame_4778.jpg,none
1473,831,178,249,839,130,132,176,right,frame_10603.jpg,none
1198,400,222,299,413,157,177,179,right,frame_9621.jpg,none
1437,80,245,296,0,0,0,0,right,frame_10954.jpg,none
1427,697,252,281,1165,472,76,206,right,frame_10768.jpg,none
1090,530,180,216,112,361,222,250,right,frame_9496.jpg,none
1219,694,195,228,175,177,254,223,right,frame_9775.jpg,none
965,678,269,261,360,501,202,193,right,frame_9524.jpg,none
1176,711,252,196,717,204,138,162,right,frame_9673.jpg,none
1019,584,233,275,0,0,0,0,right,frame_4430.jpg,none
1496,817,286,250,1413,741,68,313,right,frame_11535.jpg,none
985,675,262,251,358,498,201,193,right,frame_9523.jpg,none
1282,784,219,296,608,187,136,155,right,frame_9392.jpg,none
1232,500,166,225,372,59,314,118,right,frame_9511.jpg,none
1237,669,171,286,492,547,187,180,right,frame_8971.jpg,none
1483,852,137,225,846,131,137,169,right,frame_10597.jpg,none
1248,833,178,235,1165,820,182,443,right,frame_10344.jpg,none
1206,810,174,270,1121,775,201,443,right,frame_10317.jpg,none
1221,693,203,223,1104,670,302,376,right,frame_10245.jpg,none
1277,663,189,272,271,171,240,261,right,frame_9733.jpg,none
1321,681,185,279,331,140,236,216,right,frame_9722.jpg,none
1057,542,187,212,115,357,229,251,right,frame_9495.jpg,none
1145,683,141,221,0,0,0,0,right,frame_2732.jpg,none
1337,691,250,275,398,425,130,195,right,frame_10759.jpg,none
1126,588,170,140,0,0,0,0,right,frame_3386.jpg,none
1178,640,227,234,1102,670,321,410,right,frame_10208.jpg,none
1529,843,263,236,1326,704,199,296,right,frame_11550.jpg,none
1038,622,210,282,0,0,0,0,right,frame_4443.jpg,none
1287,768,218,312,446,190,170,175,right,frame_9641.jpg,none
1253,788,215,292,459,191,166,172,right,frame_9643.jpg,none
1119,512,148,164,606,76,153,153,right,frame_9441.jpg,none
1133,600,180,147,0,0,0,0,right,frame_3384.jpg,none
895,662,288,160,287,377,571,355,right,frame_9488.jpg,none
1200,619,200,238,1102,672,332,411,right,frame_10198.jpg,none
1353,855,108,204,1252,782,180,279,right,frame_10554.jpg,none
1109,585,190,187,179,128,358,254,right,frame_9577.jpg,none
1294,454,223,338,397,166,177,179,right,frame_9630.jpg,none
914,623,264,182,130,344,260,253,right,frame_9491.jpg,none
1197,671,226,240,1105,679,305,387,right,frame_10237.jpg,none
1274,661,183,272,264,155,241,219,right,frame_9735.jpg,none
1293,749,176,261,702,142,199,284,right,frame_10329.jpg,none
1037,678,163,198,0,0,0,0,right,frame_214.jpg,none
1291,723,215,261,598,210,243,240,right,frame_9711.jpg,none
1342,726,242,163,956,75,140,150,right,frame_11109.jpg,none
962,674,282,171,640,65,153,131,right,frame_9453.jpg,none
867,536,193,276,0,0,0,0,right,frame_3560.jpg,none
1100,880,173,162,680,766,171,220,right,frame_207.jpg,none
1287,655,182,278,496,228,254,214,right,frame_9742.jpg,none
1191,829,282,231,1147,813,245,528,right,frame_9792.jpg,none
224,629,333,127,1260,759,193,281,right,frame_10614.jpg,none
1120,574,227,228,1086,671,375,412,right,frame_10148.jpg,none
982,613,200,282,0,0,0,0,right,frame_4417.jpg,none
821,695,268,219,410,302,67,410,right,frame_9534.jpg,none
1448,845,261,207,1449,686,66,353,right,frame_11143.jpg,none
1422,832,264,198,1326,654,155,355,right,frame_11137.jpg,none
1250,676,176,243,247,183,240,209,right,frame_9767.jpg,none
1352,718,240,161,1300,598,109,402,right,frame_11106.jpg,none
1303,766,192,253,736,128,181,241,right,frame_10335.jpg,none
1204,662,211,222,1105,677,306,401,right,frame_10231.jpg,none
1464,867,132,210,667,484,280,232,right,frame_9275.jpg,none
1440,702,269,306,724,43,254,86,right,frame_10771.jpg,none
1101,601,144,271,0,0,0,0,right,frame_4375.jpg,none
999,575,176,265,0,0,0,0,right,frame_4380.jpg,none
1396,813,255,182,1405,659,68,333,right,frame_11131.jpg,none
1057,774,216,296,510,197,155,170,right,frame_9652.jpg,none
1501,818,280,254,1295,691,193,296,right,frame_11536.jpg,none
1301,753,199,259,731,127,185,237,right,frame_10334.jpg,none
1232,694,211,244,606,184,240,234,right,frame_9695.jpg,none
822,691,270,218,412,303,67,408,right,frame_9535.jpg,none
1292,748,167,257,698,141,199,280,right,frame_10328.jpg,none
1509,106,244,310,667,137,151,175,right,frame_10922.jpg,none
1246,744,228,245,626,185,240,209,right,frame_9704.jpg,none
1219,697,202,226,388,251,274,244,right,frame_9776.jpg,none
1054,526,124,222,612,91,144,147,right,frame_9426.jpg,none
1311,665,188,283,520,241,247,220,right,frame_9757.jpg,none
859,666,237,174,377,521,199,189,right,frame_9540.jpg,none
1200,726,226,194,542,171,259,229,right,frame_9686.jpg,none
1317,771,283,181,870,206,131,157,right,frame_11483.jpg,none
1297,760,286,236,0,0,0,0,right,frame_3371.jpg,none
1249,572,124,194,0,0,0,0,right,frame_8921.jpg,none
1252,369,223,323,406,158,176,179,right,frame_9624.jpg,none
1123,626,240,282,848,448,117,159,right,frame_7175.jpg,none
1037,622,205,278,0,0,0,0,right,frame_4444.jpg,none
1437,72,243,284,1753,211,331,421,right,frame_10960.jpg,none
1422,67,243,296,0,0,0,0,right,frame_10972.jpg,none
1506,823,285,249,1751,699,336,287,right,frame_11537.jpg,none
1277,702,244,285,788,75,152,151,right,frame_10753.jpg,none
967,605,218,277,0,0,0,0,right,frame_4422.jpg,none
1201,466,130,161,668,436,301,213,right,frame_8953.jpg,none
1114,578,240,233,1085,664,376,412,right,frame_10146.jpg,none
945,658,133,256,312,96,295,190,right,frame_9422.jpg,none
1201,742,239,188,526,173,264,232,right,frame_9684.jpg,none
1345,721,242,167,947,75,141,149,right,frame_11108.jpg,none
1423,67,241,298,1746,236,346,471,right,frame_10971.jpg,none
1275,729,218,349,597,196,134,151,right,frame_9389.jpg,none
1212,677,210,246,1104,678,303,382,right,frame_10240.jpg,none
1277,659,185,267,479,233,257,233,right,frame_9738.jpg,none
1532,798,219,282,1344,668,215,367,right,frame_10846.jpg,none
1111,576,211,193,222,119,345,237,right,frame_9569.jpg,none
1257,857,135,205,737,734,101,108,right,frame_8909.jpg,none
1272,821,196,239,1155,814,182,444,right,frame_10341.jpg,none
1330,701,311,235,1071,536,136,146,right,frame_7143.jpg,none
1458,744,268,292,1692,610,454,283,right,frame_10780.jpg,none
1305,851,141,192,1245,780,180,279,right,frame_10552.jpg,none
1200,604,191,254,1108,674,367,405,right,frame_10184.jpg,none
1107,476,153,219,609,84,148,151,right,frame_9429.jpg,none
1214,454,118,164,0,0,0,0,right,frame_8959.jpg,none
825,687,261,210,564,228,239,243,right,frame_9536.jpg,none
1413,634,236,317,1348,869,166,281,right,frame_10904.jpg,none
1422,385,290,227,1527,930,118,186,right,frame_4772.jpg,none
969,702,293,203,163,402,324,257,right,frame_9463.jpg,none
1251,673,193,253,254,179,238,201,right,frame_9766.jpg,none
1107,800,223,280,482,196,163,171,right,frame_9648.jpg,none
1234,690,247,295,733,71,160,141,right,frame_10747.jpg,none
1053,560,194,212,138,157,276,295,right,frame_9608.jpg,none
1182,796,309,284,1174,815,185,219,right,frame_723.jpg,none
1087,570,200,184,129,164,257,291,right,frame_9614.jpg,none
1326,667,178,272,531,236,242,217,right,frame_9753.jpg,none
1290,751,208,260,1128,800,185,434,right,frame_10333.jpg,none
1149,635,230,237,1195,936,231,280,right,frame_7171.jpg,none
1012,676,169,95,618,285,120,137,right,frame_9362.jpg,none
1433,772,256,254,1358,741,100,351,right,frame_11514.jpg,none
1322,768,265,183,845,203,132,158,right,frame_11480.jpg,none
1139,444,133,225,601,82,151,161,right,frame_9434.jpg,none
1109,582,249,229,1084,660,374,416,right,frame_10145.jpg,none
978,558,169,168,699,84,152,169,right,frame_9546.jpg,none
960,708,291,211,326,391,414,760,right,frame_9469.jpg,none
1418,109,254,334,1739,236,360,473,right,frame_10980.jpg,none
1159,431,142,235,478,228,227,242,right,frame_9437.jpg,none
835,679,254,194,374,520,199,190,right,frame_9538.jpg,none
1314,670,185,271,529,239,244,221,right,frame_9755.jpg,none
1134,631,237,242,1190,938,230,276,right,frame_7172.jpg,none
1031,680,182,113,635,303,125,134,right,frame_9358.jpg,none
1244,425,197,181,0,0,0,0,right,frame_3405.jpg,none
1191,611,200,253,1101,672,342,409,right,frame_10196.jpg,none
1113,625,203,222,353,489,202,190,right,frame_9519.jpg,none
1289,512,112,160,709,426,117,125,right,frame_9328.jpg,none
1478,121,246,305,656,141,150,175,right,frame_10926.jpg,none
1482,811,287,254,1394,714,69,267,right,frame_11529.jpg,none
1156,666,139,214,178,656,156,103,right,frame_4370.jpg,none
1437,320,267,218,1525,949,114,187,right,frame_4775.jpg,none
1368,452,366,359,1048,321,76,278,right,frame_1680.jpg,none
1621,521,282,166,0,0,0,0,right,frame_3429.jpg,none
1207,627,196,236,360,177,305,257,right,frame_9667.jpg,none
1090,567,186,209,155,140,309,278,right,frame_9596.jpg,none
1275,661,184,266,476,236,256,243,right,frame_9737.jpg,none
1113,614,277,164,1108,710,286,482,right,frame_10026.jpg,none
1462,797,284,262,1379,710,64,266,right,frame_11524.jpg,none
1200,672,223,240,1105,680,304,385,right,frame_10238.jpg,none
1411,436,293,251,1530,920,121,188,right,frame_4770.jpg,none
1585,817,277,263,1773,710,292,169,right,frame_10806.jpg,none
1001,631,239,281,1076,640,105,290,right,frame_2785.jpg,none
1304,659,169,267,508,232,250,220,right,frame_9744.jpg,none
966,604,220,274,178,655,160,107,right,frame_4423.jpg,none
1055,580,208,201,145,147,290,290,right,frame_9603.jpg,none
1035,617,173,143,590,227,122,143,right,frame_9373.jpg,none
1078,743,225,265,544,195,152,168,right,frame_9655.jpg,none
1500,902,256,178,1484,716,67,367,right,frame_11159.jpg,none
1458,791,279,264,796,200,217,251,right,frame_11522.jpg,none
1237,561,284,191,1114,554,139,153,right,frame_7137.jpg,none
1307,692,216,287,827,234,127,148,right,frame_9716.jpg,none
1426,834,260,206,1429,667,67,330,right,frame_11138.jpg,none
1222,437,185,178,1860,1018,118,125,right,frame_3403.jpg,none
1017,542,173,179,690,84,149,168,right,frame_9548.jpg,none
1252,688,221,325,593,197,131,148,right,frame_9387.jpg,none
1023,592,225,174,619,72,151,144,right,frame_9447.jpg,none
1066,553,189,170,613,75,152,151,right,frame_9444.jpg,none
1220,681,227,275,1186,641,73,447,right,frame_10741.jpg,none
1400,309,261,345,561,143,164,182,right,frame_10984.jpg,none
1217,558,159,205,296,111,328,221,right,frame_9560.jpg,none
1281,743,281,229,1198,978,527,203,right,frame_3372.jpg,none
1199,601,193,242,339,169,308,247,right,frame_9665.jpg,none
1323,772,283,187,1248,701,109,348,right,frame_11485.jpg,none
1187,636,221,227,1102,670,324,406,right,frame_10205.jpg,none
1011,552,210,203,497,236,119,449,right,frame_9494.jpg,none
1181,641,227,243,1100,670,317,413,right,frame_10214.jpg,none
1211,710,211,212,373,240,277,237,right,frame_9778.jpg,none
1261,499,146,219,366,466,201,197,right,frame_9506.jpg,none
1400,742,256,251,1321,735,101,349,right,frame_11503.jpg,none
1515,917,267,163,1502,724,66,370,right,frame_11167.jpg,none
1348,762,195,318,1307,753,222,417,right,frame_10636.jpg,none
1189,639,214,169,1482,817,317,198,right,frame_3379.jpg,none
1167,469,214,248,418,157,174,179,right,frame_9619.jpg,none
1311,658,238,374,419,182,173,177,right,frame_9637.jpg,none
1219,455,118,168,1508,451,342,276,right,frame_8960.jpg,none
1196,611,199,250,1102,673,335,412,right,frame_10197.jpg,none
1469,746,266,302,1254,572,221,283,right,frame_10782.jpg,none
982,636,276,169,630,69,155,138,right,frame_9450.jpg,none
1013,649,173,129,615,276,122,140,right,frame_9364.jpg,none
893,489,182,295,0,0,0,0,right,frame_3556.jpg,none
1424,63,248,299,0,0,0,0,right,frame_10967.jpg,none
1013,632,196,140,608,254,132,143,right,frame_9368.jpg,none
1396,689,246,305,1351,871,160,275,right,frame_10903.jpg,none
1225,688,244,284,1153,622,95,471,right,frame_10744.jpg,none
1480,792,220,288,1324,667,208,355,right,frame_10849.jpg,none
986,592,240,274,182,645,158,105,right,frame_4427.jpg,none
1502,824,292,254,1753,702,332,284,right,frame_11538.jpg,none
1290,757,204,253,1126,799,187,434,right,frame_10332.jpg,none
972,573,185,268,193,650,151,102,right,frame_4382.jpg,none
1320,668,179,270,529,235,239,218,right,frame_9751.jpg,none
1322,697,253,276,240,567,478,116,right,frame_10758.jpg,none
1178,700,246,187,267,593,532,246,right,frame_9671.jpg,none
1061,579,208,184,132,165,265,296,right,frame_9612.jpg,none
1386,804,263,191,1299,641,154,354,right,frame_11129.jpg,none
1276,294,269,175,0,0,0,0,right,frame_1673.jpg,none
1191,710,207,202,1080,657,277,386,right,frame_10252.jpg,none
1233,823,156,257,342,482,173,146,right,frame_8975.jpg,none
1342,734,247,177,730,50,255,100,right,frame_11114.jpg,none
1347,652,187,207,0,0,0,0,right,frame_6091.jpg,none
1569,798,272,282,1758,698,323,173,right,frame_10801.jpg,none
1197,720,233,205,580,182,248,241,right,frame_9691.jpg,none
1298,713,210,272,583,213,244,243,right,frame_9713.jpg,none
884,493,191,296,0,0,0,0,right,frame_3557.jpg,none
1317,666,176,271,529,234,240,218,right,frame_9750.jpg,none
1185,502,168,216,0,0,0,0,right,frame_9499.jpg,none
964,667,290,167,636,67,153,133,right,frame_9452.jpg,none
1095,578,218,210,159,137,319,272,right,frame_9592.jpg,none
1245,502,169,230,691,61,154,122,right,frame_9510.jpg,none
1035,657,157,206,0,0,0,0,right,frame_215.jpg,none
1218,645,189,244,1099,671,311,411,right,frame_10221.jpg,none
1236,705,168,289,492,543,187,176,right,frame_8972.jpg,none
1209,627,197,262,1103,675,304,408,right,frame_10227.jpg,none
1205,658,205,233,1104,677,308,405,right,frame_10229.jpg,none
1179,587,181,251,1104,675,369,410,right,frame_10174.jpg,none
1234,704,220,245,617,189,238,238,right,frame_9697.jpg,none
1218,739,283,268,1219,812,303,450,right,frame_10992.jpg,none
1445,699,256,296,1256,548,94,209,right,frame_10770.jpg,none
1307,557,228,358,404,174,176,178,right,frame_9634.jpg,none
961,712,291,207,81,107,161,200,right,frame_9468.jpg,none
1393,686,242,280,1229,512,67,148,right,frame_10764.jpg,none
1257,423,209,172,0,0,0,0,right,frame_3406.jpg,none
1228,838,181,242,1167,823,178,446,right,frame_10345.jpg,none
1485,127,234,299,652,142,153,173,right,frame_10927.jpg,none
1294,716,212,269,590,213,245,242,right,frame_9712.jpg,none
1403,380,249,322,563,143,164,182,right,frame_10985.jpg,none
1513,58,274,350,1813,267,211,532,right,frame_10918.jpg,none
1144,580,197,227,1087,676,361,414,right,frame_10157.jpg,none
1192,600,196,250,1105,673,367,407,right,frame_10183.jpg,none
1075,452,191,245,0,0,0,0,right,frame_2791.jpg,none
1126,556,158,149,0,0,0,0,right,frame_3390.jpg,none
1063,531,165,189,682,87,148,175,right,frame_9550.jpg,none
1065,570,204,213,150,146,297,290,right,frame_9600.jpg,none
1252,757,139,204,740,728,101,108,right,frame_8912.jpg,none
1323,667,177,274,530,236,239,217,right,frame_9752.jpg,none
1212,643,194,247,1099,671,312,411,right,frame_10220.jpg,none
1176,645,234,238,1100,671,318,413,right,frame_10213.jpg,none
1130,579,215,239,1087,677,361,415,right,frame_10158.jpg,none
1431,840,260,200,1432,671,66,330,right,frame_11139.jpg,none
1370,676,263,280,0,0,0,0,right,frame_4763.jpg,none
1215,466,138,188,1543,564,356,220,right,frame_8937.jpg,none
1462,804,289,256,1264,682,187,298,right,frame_11525.jpg,none
1038,578,218,172,618,74,152,148,right,frame_9446.jpg,none
868,592,194,247,0,0,0,0,right,frame_3562.jpg,none
957,691,278,168,647,64,154,129,right,frame_9455.jpg,none
1081,531,155,196,678,89,149,178,right,frame_9551.jpg,none
1204,605,193,250,1108,675,367,406,right,frame_10185.jpg,none
1030,632,171,209,0,0,0,0,right,frame_216.jpg,none
1409,149,252,336,557,141,164,181,right,frame_10981.jpg,none
1257,827,200,240,1158,816,184,443,right,frame_10342.jpg,none
1500,481,259,153,0,0,0,0,right,frame_3422.jpg,none
1329,767,254,182,835,202,135,158,right,frame_11479.jpg,none
1312,665,185,276,513,250,250,234,right,frame_9759.jpg,none
1106,567,187,198,171,132,342,263,right,frame_9584.jpg,none
1453,797,229,283,1313,664,208,355,right,frame_10851.jpg,none
1099,569,183,209,156,138,312,274,right,frame_9595.jpg,none
1013,626,196,145,605,249,129,142,right,frame_9369.jpg,none
944,687,283,156,388,373,399,745,right,frame_9483.jpg,none
1004,651,189,125,612,272,122,143,right,frame_9365.jpg,none
960,701,289,185,355,450,192,183,right,frame_9459.jpg,none
1212,683,245,282,1162,637,80,484,right,frame_10743.jpg,none
1412,782,138,234,0,0,0,0,right,frame_9278.jpg,none
1172,799,319,241,1113,827,250,499,right,frame_9788.jpg,none
1429,357,400,275,0,0,0,0,right,frame_1403.jpg,none
1149,464,150,214,602,78,153,155,right,frame_9439.jpg,none
1515,486,270,152,0,0,0,0,right,frame_3423.jpg,none
1315,770,286,183,864,206,134,159,right,frame_11482.jpg,none
1228,694,210,249,600,180,243,228,right,frame_9694.jpg,none
1279,803,211,277,607,183,132,155,right,frame_9393.jpg,none
957,696,281,167,130,417,261,232,right,frame_9456.jpg,none
1190,637,208,220,1105,673,323,412,right,frame_10201.jpg,none
1306,663,175,269,520,233,247,220,right,frame_9746.jpg,none
1210,452,139,193,1541,540,360,236,right,frame_8941.jpg,none
1217,462,136,189,1542,559,355,227,right,frame_8938.jpg,none
1411,425,194,228,1492,377,245,201,right,frame_6079.jpg,none
1374,864,160,187,1258,785,182,279,right,frame_10557.jpg,none
1286,702,246,282,0,0,0,0,right,frame_10754.jpg,none
1114,543,158,195,665,91,149,183,right,frame_9553.jpg,none
1274,731,173,280,1116,788,197,435,right,frame_10327.jpg,none
1191,708,203,207,1080,658,282,388,right,frame_10253.jpg,none
1240,643,163,269,492,547,187,180,right,frame_8970.jpg,none
1200,646,202,243,1099,672,309,411,right,frame_10222.jpg,none
1176,593,184,246,307,169,318,251,right,frame_9662.jpg,none
828,683,259,205,414,308,67,416,right,frame_9537.jpg,none
1209,512,235,150,0,0,0,0,right,frame_7134.jpg,none
1147,565,198,249,1087,676,365,413,right,frame_10155.jpg,none
1422,62,246,299,0,0,0,0,right,frame_10969.jpg,none
1208,560,151,199,304,111,326,220,right,frame_9559.jpg,none
1474,460,223,344,455,101,280,199,right,frame_10907.jpg,none
1577,808,271,272,1353,594,240,282,right,frame_10803.jpg,none
1520,95,239,317,674,134,150,176,right,frame_10920.jpg,none
1198,705,215,207,275,573,550,253,right,frame_9676.jpg,none
1485,808,281,257,816,204,217,257,right,frame_11528.jpg,none
985,608,189,276,0,0,0,0,right,frame_4395.jpg,none
1172,629,207,163,1480,826,320,200,right,frame_3380.jpg,none
1199,671,220,225,1106,678,306,390,right,frame_10235.jpg,none
1366,687,249,272,1196,604,99,348,right,frame_10762.jpg,none
1205,658,209,228,1105,677,306,403,right,frame_10230.jpg,none
1018,574,234,286,197,629,156,104,right,frame_4433.jpg,none
1477,873,256,180,1468,703,68,364,right,frame_11150.jpg,none
1263,734,175,279,1116,781,200,438,right,frame_10325.jpg,none
1029,622,200,157,589,221,125,146,right,frame_9375.jpg,none
1213,499,182,223,0,0,0,0,right,frame_9501.jpg,none
1255,657,126,198,0,0,0,0,right,frame_8916.jpg,none
1205,650,217,172,1552,780,186,141,right,frame_3378.jpg,none
1140,630,139,251,185,654,149,103,right,frame_4373.jpg,none
1357,774,249,177,1366,623,69,309,right,frame_11121.jpg,none
1112,576,181,193,186,128,358,255,right,frame_9575.jpg,none
1020,678,171,98,621,289,118,138,right,frame_9361.jpg,none
1448,706,267,309,1254,610,113,329,right,frame_10772.jpg,none
1366,530,193,197,1449,370,242,220,right,frame_6086.jpg,none
1085,635,188,174,119,121,207,242,right,frame_9379.jpg,none
