l_hand_min_x,l_hand_min_y,l_hand_width,l_hand_height,r_hand_min_x,r_hand_min_y,r_hand_width,r_hand_height,object_min_x,object_min_y,object_width,object_height,picture_name,grasp
908,793,144,129,0,0,0,0,840,735,140,79,simulation08785.png,none
878,650,180,170,0,0,0,0,992,789,213,72,simulation08368.png,none
789,943,161,76,1144,688,144,166,1112,729,180,126,simulation08449.png,none
948,762,206,126,1107,515,139,112,916,707,109,135,simulation01002.png,none
925,609,225,189,0,0,0,0,161,698,111,186,simulation08467.png,none
758,754,116,147,0,0,0,0,910,751,125,80,simulation05330.png,none
898,644,116,111,1173,851,106,124,982,685,189,121,simulation04109.png,none
909,415,142,186,0,0,0,0,1044,532,84,79,simulation03837.png,none
890,885,165,87,0,0,0,0,1555,729,29,39,simulation03879.png,none
833,843,208,120,1188,610,136,86,1221,739,87,144,simulation00368.png,none
767,424,280,256,0,0,0,0,970,738,210,109,simulation08377.png,none
903,798,140,127,0,0,0,0,839,740,138,78,simulation08786.png,none
578,594,175,127,0,0,0,0,792,729,115,123,simulation00719.png,none
886,788,163,115,0,0,0,0,1515,668,133,130,simulation03863.png,none
978,785,210,127,1164,737,167,100,912,700,105,127,simulation01020.png,none
760,702,176,126,1024,502,148,92,889,714,89,100,simulation00740.png,none
960,782,205,127,0,0,0,0,910,713,109,134,simulation01009.png,none
919,618,235,194,0,0,0,0,171,696,109,186,simulation08466.png,none
747,865,128,114,0,0,0,0,1210,844,148,117,simulation05343.png,none
829,840,203,149,1325,830,99,136,991,941,81,56,simulation08458.png,none
0,0,0,0,1106,680,146,162,1099,723,138,112,simulation08442.png,none
627,570,148,114,0,0,0,0,813,731,111,123,simulation00723.png,none
0,0,0,0,738,895,136,101,1244,874,142,115,simulation05347.png,none
109,575,213,200,0,0,0,0,579,526,103,105,simulation00023.png,none
780,705,176,127,1010,502,144,91,1095,650,124,105,simulation00742.png,none
934,761,141,125,0,0,0,0,849,695,145,86,simulation08777.png,none
312,564,167,162,0,0,0,0,653,683,161,134,simulation00060.png,none
241,578,189,184,0,0,0,0,582,530,101,103,simulation00046.png,none
842,655,170,134,0,0,0,0,0,0,0,0,simulation08403.png,none
779,779,132,128,0,0,0,0,954,901,128,46,simulation07383.png,none
392,553,143,146,1289,594,164,115,1211,840,228,152,simulation00080.png,none
822,606,194,144,0,0,0,0,0,0,0,0,simulation08392.png,none
755,797,135,121,0,0,0,0,711,802,129,52,simulation07395.png,none
1261,792,179,83,0,0,0,0,1179,947,234,146,simulation00400.png,none
244,579,184,180,0,0,0,0,577,531,102,104,simulation00044.png,none
715,467,131,104,0,0,0,0,681,754,137,129,simulation00698.png,none
300,568,176,165,0,0,0,0,645,686,162,134,simulation00058.png,none
974,788,209,128,0,0,0,0,908,707,107,132,simulation01015.png,none
941,751,208,128,1038,477,130,101,913,703,106,133,simulation00998.png,none
268,539,197,202,0,0,0,0,573,531,103,105,simulation00038.png,none
1125,562,144,69,0,0,0,0,1175,664,99,151,simulation00097.png,none
913,785,144,132,0,0,0,0,841,729,141,79,simulation08784.png,none
0,0,0,0,1270,757,178,111,1190,939,229,144,simulation00392.png,none
981,786,204,128,1191,758,168,98,1216,824,64,169,simulation01018.png,none
847,848,227,129,1113,615,122,71,1132,809,57,185,simulation00360.png,none
328,560,161,155,0,0,0,0,665,679,159,133,simulation00063.png,none
807,719,124,123,0,0,0,0,924,805,74,79,simulation07374.png,none
830,655,167,131,0,0,0,0,0,0,0,0,simulation08399.png,none
892,801,162,106,0,0,0,0,1533,672,129,98,simulation03867.png,none
808,926,160,94,0,0,0,0,304,677,94,177,simulation08452.png,none
419,548,144,133,0,0,0,0,713,516,89,96,simulation00103.png,none
924,609,221,182,0,0,0,0,151,699,111,187,simulation08468.png,none
941,754,208,128,1021,480,122,94,914,704,106,133,simulation00994.png,none
740,405,291,256,0,0,0,0,964,728,208,108,simulation08380.png,none
943,751,204,128,1028,473,117,99,913,703,106,133,simulation00996.png,none
0,0,0,0,1264,781,175,95,1180,946,233,146,simulation00399.png,none
1104,562,147,86,0,0,0,0,1087,751,50,207,simulation00109.png,none
811,480,246,228,0,0,0,0,976,752,213,102,simulation08374.png,none
977,782,213,127,1151,734,162,94,914,699,105,127,simulation01021.png,none
814,742,209,130,1241,645,149,101,1232,914,193,139,simulation00373.png,none
824,722,180,119,988,529,137,94,1134,822,84,89,simulation00749.png,none
742,407,289,252,0,0,0,0,959,724,206,106,simulation08382.png,none
768,705,178,127,1018,501,147,91,1090,649,123,103,simulation00741.png,none
408,550,146,135,1147,556,146,70,1170,662,94,151,simulation00091.png,none
741,405,290,256,0,0,0,0,961,726,206,108,simulation08381.png,none
754,798,136,121,0,0,0,0,712,802,129,52,simulation07394.png,none
968,785,207,128,0,0,0,0,909,711,108,134,simulation01012.png,none
194,551,207,205,0,0,0,0,576,528,104,105,simulation00032.png,none
1174,826,187,72,0,0,0,0,1216,765,49,89,simulation00725.png,none
830,860,136,111,0,0,0,0,637,684,175,120,simulation08797.png,none
740,801,128,142,0,0,0,0,947,776,120,79,simulation05337.png,none
890,888,163,91,0,0,0,0,1568,730,28,39,simulation03880.png,none
749,428,282,230,0,0,0,0,954,724,204,98,simulation08384.png,none
750,772,122,146,0,0,0,0,920,757,122,79,simulation05332.png,none
808,952,147,65,1131,665,139,186,1084,725,188,129,simulation08434.png,none
892,826,161,96,0,0,0,0,1545,681,100,68,simulation03871.png,none
950,770,208,128,1177,587,157,118,1223,833,79,179,simulation01005.png,none
95,575,216,204,0,0,0,0,579,526,103,105,simulation00021.png,none
398,550,138,144,1235,565,156,84,1212,844,229,153,simulation00083.png,none
873,667,160,124,0,0,0,0,0,0,0,0,simulation08480.png,none
274,575,187,172,0,0,0,0,631,692,166,136,simulation00054.png,none
761,450,150,128,1267,720,169,113,1202,922,213,141,simulation00384.png,none
979,787,206,129,0,0,0,0,909,703,107,130,simulation01017.png,none
761,448,143,129,1264,728,177,109,712,749,140,128,simulation00385.png,none
271,551,194,193,0,0,0,0,573,531,103,105,simulation00040.png,none
0,0,0,0,1262,788,177,88,1178,948,234,146,simulation00401.png,none
286,570,185,168,0,0,0,0,638,690,164,135,simulation00056.png,none
903,421,163,194,0,0,0,0,1051,535,86,79,simulation03841.png,none
767,955,142,64,0,0,0,0,1450,881,93,64,simulation04821.png,none
833,732,183,123,989,533,141,97,1225,884,79,161,simulation00753.png,none
903,628,194,156,0,0,0,0,27,677,54,151,simulation08474.png,none
797,748,128,130,0,0,0,0,869,779,188,114,simulation07379.png,none
892,496,164,197,0,0,0,0,1046,555,110,74,simulation03846.png,none
814,665,122,129,0,0,0,0,903,609,157,61,simulation05082.png,none
127,579,221,203,0,0,0,0,579,527,103,105,simulation00027.png,none
832,500,227,220,0,0,0,0,979,757,214,99,simulation08373.png,none
136,573,216,209,0,0,0,0,579,527,103,105,simulation00028.png,none
812,875,132,106,0,0,0,0,641,699,172,117,simulation08799.png,none
959,777,205,126,0,0,0,0,912,712,108,134,simulation01007.png,none
846,653,175,135,0,0,0,0,0,0,0,0,simulation08405.png,none
802,718,126,122,0,0,0,0,921,804,78,80,simulation07373.png,none
0,0,0,0,1166,671,106,134,1136,678,129,99,simulation04094.png,none
859,629,230,178,0,0,0,0,20,697,39,136,simulation08419.png,none
812,917,165,103,0,0,0,0,294,678,96,178,simulation08453.png,none
801,954,149,61,1117,668,146,179,1088,724,182,126,simulation08435.png,none
875,643,165,168,0,0,0,0,1191,679,150,148,simulation03851.png,none
826,629,182,132,0,0,0,0,0,0,0,0,simulation08394.png,none
892,805,164,104,0,0,0,0,1536,672,122,87,simulation03868.png,none
634,567,153,114,0,0,0,0,817,732,111,123,simulation00724.png,none
696,462,138,106,0,0,0,0,688,749,136,128,simulation00700.png,none
858,757,233,165,0,0,0,0,214,687,105,183,simulation08461.png,none
742,841,129,130,0,0,0,0,975,796,117,78,simulation05341.png,none
334,561,164,156,0,0,0,0,668,678,159,132,simulation00064.png,none
981,778,213,126,1118,721,169,92,1003,554,73,77,simulation01023.png,none
759,738,120,148,0,0,0,0,900,746,126,81,simulation05328.png,none
900,635,186,158,0,0,0,0,23,678,46,149,simulation08475.png,none
493,576,128,134,1076,403,195,138,1112,473,114,101,simulation00222.png,power
483,568,142,142,1285,249,194,137,1234,885,213,147,simulation00191.png,power
466,549,143,140,1314,330,131,134,1240,869,198,143,simulation00154.png,power
820,836,226,122,1345,320,122,216,1384,427,127,267,simulation00298.png,power
496,579,139,140,1174,201,122,257,1222,345,138,316,simulation00240.png,power
842,835,221,123,1177,530,121,94,1192,588,148,171,simulation00315.png,power
470,551,143,143,1357,299,146,160,1442,331,239,207,simulation00158.png,power
849,849,232,129,1105,622,123,64,1031,611,134,135,simulation00352.png,power
1101,573,148,81,0,0,0,0,1091,754,50,203,simulation00113.png,power
813,608,210,149,1364,311,107,201,1393,412,137,272,simulation00281.png,power
0,0,0,0,1114,633,141,75,1140,808,60,188,simulation00356.png,power
817,839,233,122,1344,383,112,148,1378,435,110,265,simulation00302.png,power
468,559,147,142,1384,260,129,160,1436,298,207,231,simulation00166.png,power
468,562,149,145,1360,246,115,168,1407,301,159,243,simulation00170.png,power
440,545,152,140,1128,576,121,60,1160,650,185,213,simulation00126.png,power
438,543,144,142,0,0,0,0,733,517,88,96,simulation00121.png,power
448,546,149,139,1180,501,103,114,1211,529,81,218,simulation00136.png,power
836,753,217,128,1367,326,111,188,1399,422,134,271,simulation00287.png,power
495,577,141,134,1401,286,171,174,1480,313,262,252,simulation00261.png,power
457,550,136,134,1224,436,96,121,1240,868,200,143,simulation00144.png,power
489,570,138,139,1345,259,144,166,1238,890,211,146,simulation00207.png,power
593,485,159,169,1400,302,132,178,1441,349,199,272,simulation00270.png,power
486,569,139,142,1315,252,170,154,1236,887,214,147,simulation00195.png,power
849,849,232,130,1104,622,123,65,1030,612,134,135,simulation00353.png,power
850,839,228,124,1131,597,116,82,1137,804,54,176,simulation00330.png,power
646,473,167,174,1387,313,132,176,1424,364,181,277,simulation00272.png,power
855,841,226,127,1129,609,112,70,1142,801,59,189,simulation00336.png,power
455,550,139,135,1210,453,93,119,1245,474,106,214,simulation00142.png,power
497,581,135,138,1141,222,129,250,1191,367,115,324,simulation00238.png,power
530,520,147,160,1410,299,131,175,1462,332,225,265,simulation00267.png,power
804,568,199,151,1365,308,107,200,1392,406,139,273,simulation00279.png,power
451,548,146,137,1191,489,97,108,1220,512,84,217,simulation00138.png,power
743,509,209,172,1369,301,114,199,1401,392,151,274,simulation00276.png,power
445,546,150,139,1150,536,123,126,1166,579,85,209,simulation00131.png,power
490,584,143,136,1348,277,177,179,1451,305,259,251,simulation00256.png,power
830,806,225,125,1365,318,108,204,1396,422,131,269,simulation00290.png,power
482,565,141,142,1283,243,191,137,1232,885,213,147,simulation00189.png,power
851,839,224,123,1131,597,115,69,1139,802,57,179,simulation00329.png,power
484,567,142,143,1295,247,182,143,1235,886,214,147,simulation00192.png,power
495,579,140,143,1266,231,138,208,1321,311,191,286,simulation00247.png,power
836,836,224,122,1197,506,128,84,1209,565,155,186,simulation00313.png,power
475,565,144,143,1315,230,157,152,1230,884,215,148,simulation00184.png,power
852,838,223,124,1133,595,116,71,1137,800,57,180,simulation00327.png,power
460,551,135,132,1230,426,99,119,1240,868,200,143,simulation00145.png,power
494,581,142,142,1247,191,132,251,1306,312,182,288,simulation00246.png,power
849,845,232,129,1107,618,125,66,1031,610,134,135,simulation00345.png,power
827,836,218,120,1339,321,132,215,1388,423,130,267,simulation00294.png,power
491,574,133,138,1217,309,193,128,1236,891,212,146,simulation00213.png,power
494,581,143,141,1227,183,138,265,1293,316,174,295,simulation00245.png,power
459,549,138,133,1234,415,103,118,1240,868,200,143,simulation00146.png,power
486,569,145,142,0,0,0,0,766,698,134,129,simulation00198.png,power
462,548,141,138,1280,376,107,125,1240,868,198,143,simulation00150.png,power
832,774,220,128,1369,322,107,196,1399,422,133,270,simulation00288.png,power
497,583,130,135,1112,265,134,216,1162,398,87,323,simulation00236.png,power
462,549,140,135,1269,385,104,129,1240,868,199,143,simulation00149.png,power
456,550,137,134,1217,443,96,127,1254,466,111,211,simulation00143.png,power
487,570,145,140,1359,284,126,131,1415,357,152,222,simulation00204.png,power
830,672,206,143,1367,315,109,198,1397,419,135,272,simulation00284.png,power
459,549,141,134,1265,392,98,137,1240,868,199,143,simulation00148.png,power
495,580,141,142,1281,269,167,178,1368,304,220,268,simulation00250.png,power
1101,573,140,78,0,0,0,0,1090,753,50,204,simulation00112.png,power
492,586,140,133,1383,281,178,177,1459,307,260,251,simulation00257.png,power
840,837,224,119,1164,546,122,85,1177,609,150,157,simulation00317.png,power
439,544,148,141,1126,582,126,58,1156,657,193,198,simulation00125.png,power
497,580,135,138,1125,259,129,216,1177,380,100,327,simulation00237.png,power
496,581,118,128,1113,365,220,136,1098,784,55,186,simulation00217.png,power
485,569,141,142,1324,244,158,154,1236,887,214,147,simulation00194.png,power
823,841,233,121,1269,397,148,138,1296,486,113,237,simulation00307.png,power
848,837,223,121,1137,590,117,70,1133,797,56,184,simulation00324.png,power
498,584,122,132,1093,377,143,104,1136,432,91,317,simulation00234.png,power
448,546,151,141,1179,503,100,111,1206,538,78,217,simulation00135.png,power
497,583,125,130,1058,380,172,129,1101,789,55,187,simulation00230.png,power
469,562,148,146,1343,247,114,160,1382,316,112,241,simulation00174.png,power
819,840,231,123,1336,375,116,150,1372,440,96,265,simulation00303.png,power
841,836,224,122,0,0,0,0,800,704,126,127,simulation00316.png,power
853,845,227,129,1106,616,126,66,1031,609,133,135,simulation00343.png,power
806,590,210,149,1366,319,106,189,1392,409,138,274,simulation00280.png,power
470,557,144,143,1369,267,143,156,1442,300,211,228,simulation00165.png,power
495,579,140,132,1384,280,181,185,1478,313,264,252,simulation00260.png,power
818,839,231,121,1335,360,125,173,1383,430,123,266,simulation00300.png,power
469,562,147,146,1339,237,117,169,1376,321,103,236,simulation00175.png,power
496,560,143,144,1409,291,146,177,1476,320,245,256,simulation00264.png,power
492,582,141,138,1334,275,174,172,1429,304,252,253,simulation00254.png,power
497,572,139,137,1408,287,155,177,1481,315,260,252,simulation00262.png,power
762,531,213,161,1370,320,112,181,1397,397,145,274,simulation00277.png,power
494,581,144,141,1219,184,127,264,1280,320,169,300,simulation00244.png,power
469,556,144,145,1390,274,130,157,1448,307,223,224,simulation00163.png,power
471,562,147,145,1329,237,126,163,1233,885,213,148,simulation00177.png,power
852,839,226,125,1131,599,114,72,1138,804,54,176,simulation00331.png,power
850,840,228,124,1132,602,109,67,1139,804,55,178,simulation00332.png,power
471,554,146,143,1357,281,145,162,1448,316,226,218,simulation00161.png,power
1052,412,181,128,0,0,0,0,1100,789,54,187,simulation00228.png,power
448,545,150,140,0,0,0,0,742,519,88,96,simulation00134.png,power
829,836,217,120,1341,341,128,197,1386,425,129,268,simulation00296.png,power
777,550,208,154,1366,290,107,211,1394,402,143,274,simulation00278.png,power
502,548,146,147,1420,232,150,238,1473,324,239,259,simulation00265.png,power
450,548,146,135,1186,496,97,105,1216,520,81,219,simulation00137.png,power
850,842,230,125,1131,606,112,71,1140,802,56,183,simulation00334.png,power
499,583,113,125,1101,373,215,142,1098,784,56,185,simulation00218.png,power
488,569,142,141,1351,264,139,168,1238,889,213,147,simulation00202.png,power
469,556,143,144,1387,272,127,156,1374,765,216,152,simulation00164.png,power
851,841,227,126,1130,603,110,69,1140,803,56,180,simulation00333.png,power
491,571,136,137,1303,271,169,146,1237,890,211,147,simulation00210.png,power
490,570,139,140,1353,259,139,151,1238,890,212,147,simulation00206.png,power
487,570,144,140,1361,272,122,161,1238,889,213,147,simulation00203.png,power
473,565,146,143,1292,236,178,147,1231,885,215,148,simulation00183.png,power
850,849,231,129,1104,622,125,64,1031,611,134,135,simulation00351.png,power
827,840,230,122,1262,444,143,97,1246,901,203,144,simulation00308.png,power
1112,581,137,74,0,0,0,0,1095,759,50,200,simulation00117.png,power
822,839,232,124,1294,416,138,114,1245,901,206,145,simulation00306.png,power
481,565,140,142,1266,243,208,136,1231,884,214,148,simulation00188.png,power
851,844,230,127,1115,612,125,72,1143,804,60,187,simulation00339.png,power
446,547,144,137,1146,544,120,128,1182,626,144,269,simulation00130.png,power
820,840,234,123,1313,391,124,129,1339,459,89,252,simulation00305.png,power
486,569,144,143,0,0,0,0,758,547,83,91,simulation00197.png,power
827,836,219,119,1338,333,130,206,1387,424,129,267,simulation00295.png,power
1111,579,135,76,0,0,0,0,1095,758,50,200,simulation00116.png,power
495,580,141,143,1275,254,137,189,1336,308,199,279,simulation00248.png,power
459,549,140,133,1245,405,104,129,1240,868,199,143,simulation00147.png,power
493,581,141,136,1386,277,178,183,1466,309,261,251,simulation00258.png,power
471,565,146,145,1295,240,171,151,1231,885,215,148,simulation00179.png,power
545,507,151,165,1412,282,140,189,1456,338,216,268,simulation00268.png,power
496,582,128,131,1065,398,172,128,1100,789,55,187,simulation00229.png,power
826,835,219,121,1350,326,121,199,1390,422,130,268,simulation00293.png,power
493,567,142,140,1411,290,156,177,1479,318,255,254,simulation00263.png,power
494,579,122,130,1131,349,226,145,1203,713,87,146,simulation00216.png,power
464,546,143,142,1302,352,118,135,1240,869,198,143,simulation00152.png,power
847,850,227,128,1110,619,120,69,1134,809,58,185,simulation00359.png,power
850,848,231,129,1106,621,126,65,1031,611,134,135,simulation00349.png,power
445,545,150,139,1156,540,117,113,1180,566,81,210,simulation00132.png,power
451,549,145,135,1195,457,99,133,1226,502,91,215,simulation00139.png,power
443,546,149,139,1143,549,125,96,1176,632,156,255,simulation00129.png,power
848,846,233,130,1106,620,127,64,1031,610,134,135,simulation00346.png,power
479,565,142,140,1315,234,154,144,1231,884,214,148,simulation00187.png,power
482,567,141,143,1278,245,200,137,1233,885,213,147,simulation00190.png,power
486,569,140,142,0,0,0,0,758,547,83,91,simulation00196.png,power
471,554,143,141,1359,288,144,156,1447,320,230,214,simulation00160.png,power
493,580,141,142,1318,274,153,177,1401,303,241,260,simulation00252.png,power
622,476,159,175,1390,313,130,171,1432,356,186,275,simulation00271.png,power
831,838,225,121,1211,484,142,86,1238,541,149,197,simulation00311.png,power
490,575,135,136,1180,328,218,138,1203,713,86,146,simulation00214.png,power
468,548,144,143,1335,317,122,149,1240,869,197,143,simulation00155.png,power
849,836,222,124,1140,584,118,76,1132,796,57,183,simulation00323.png,power
826,656,208,138,1364,316,109,195,1396,417,135,272,simulation00283.png,power
492,582,142,138,1331,276,150,172,1416,303,247,257,simulation00253.png,power
487,568,143,143,1359,247,131,179,1238,888,213,147,simulation00199.png,power
849,846,230,129,1106,621,127,64,1031,611,134,135,simulation00347.png,power
565,495,155,168,1405,285,144,188,1449,343,210,269,simulation00269.png,power
820,841,232,122,1326,365,124,158,1356,451,95,259,simulation00304.png,power
496,579,139,141,1160,221,120,245,1206,353,129,317,simulation00239.png,power
838,720,210,138,1368,329,110,184,1399,421,134,271,simulation00286.png,power
837,791,217,128,1368,326,109,192,1398,423,133,270,simulation00289.png,power
469,551,143,143,1354,306,127,151,1438,337,239,205,simulation00157.png,power
1103,578,144,79,0,0,0,0,1092,756,50,201,simulation00114.png,power
491,583,142,137,1344,277,176,177,1440,305,256,252,simulation00255.png,power
484,568,142,143,1293,248,188,148,1235,886,214,147,simulation00193.png,power
472,564,145,146,1319,233,150,156,1231,885,215,148,simulation00180.png,power
853,843,227,125,1130,608,111,68,1141,801,58,187,simulation00335.png,power
852,845,230,126,1110,612,125,67,1031,608,134,135,simulation00340.png,power
493,575,127,136,1081,391,206,138,1097,784,55,186,simulation00220.png,power
839,837,225,121,1190,515,121,83,1200,577,150,178,simulation00314.png,power
471,562,145,146,1326,237,138,159,1232,885,214,148,simulation00178.png,power
494,581,142,141,1293,273,163,175,1237,900,211,145,simulation00251.png,power
468,560,149,144,1374,253,115,163,1423,297,188,235,simulation00168.png,power
439,544,145,141,1123,589,128,60,1101,758,51,206,simulation00123.png,power
493,580,130,134,1055,424,183,133,1099,787,54,187,simulation00226.png,power
487,569,144,141,1360,255,124,179,1238,889,213,147,simulation00201.png,power
695,481,193,180,1370,317,128,180,1410,380,164,282,simulation00274.png,power
490,572,137,138,1250,298,192,126,1237,891,212,147,simulation00212.png,power
468,550,146,144,1345,312,124,152,1431,345,238,201,simulation00156.png,power
492,579,142,135,1378,278,169,181,1474,312,264,253,simulation00259.png,power
491,572,135,139,1316,259,165,153,1237,890,211,146,simulation00209.png,power
832,838,226,120,1203,502,139,78,1224,554,153,189,simulation00312.png,power
495,580,123,131,1061,424,190,131,1098,786,55,186,simulation00224.png,power
496,579,144,142,1213,187,123,263,1265,325,162,304,simulation00243.png,power
493,579,128,135,0,0,0,0,767,704,131,127,simulation00225.png,power
434,544,146,139,1112,587,133,70,1097,760,49,201,simulation00119.png,power
851,845,231,129,1106,615,125,69,1031,610,134,135,simulation00344.png,power
498,583,122,132,1073,365,154,123,1129,451,115,301,simulation00233.png,power
493,577,124,133,1158,334,227,151,1203,713,87,146,simulation00215.png,power
848,849,232,130,1105,622,122,65,1029,612,135,135,simulation00354.png,power
496,579,140,141,1192,195,119,262,1237,336,148,310,simulation00241.png,power
514,535,147,152,1418,236,149,233,1468,328,234,263,simulation00266.png,power
472,564,146,145,1297,236,172,153,1231,885,215,148,simulation00181.png,power
471,555,143,144,1364,279,159,162,1449,311,224,221,simulation00162.png,power
453,550,144,134,1203,469,95,117,1232,492,92,216,simulation00140.png,power
468,560,149,143,1387,263,99,157,1431,297,202,233,simulation00167.png,power
470,552,143,141,1361,295,131,157,1445,326,234,212,simulation00159.png,power
442,546,154,140,1136,554,121,79,1170,639,164,241,simulation00128.png,power
488,569,140,141,1357,255,129,179,1238,889,213,147,simulation00200.png,power
848,837,219,120,0,0,0,0,805,704,126,127,simulation00319.png,power
466,547,143,141,1309,341,123,131,1240,869,198,143,simulation00153.png,power
469,562,148,146,0,0,0,0,747,540,85,93,simulation00176.png,power
497,583,128,131,1069,365,154,118,1130,473,144,274,simulation00232.png,power
852,844,229,129,1107,615,124,67,1030,609,133,135,simulation00342.png,power
848,850,226,128,1106,623,124,67,1136,808,61,188,simulation00358.png,power
850,850,233,128,1104,622,126,63,1031,611,134,135,simulation00350.png,power
1109,579,144,78,0,0,0,0,1093,757,50,199,simulation00115.png,power
469,564,150,143,1349,212,115,196,1387,312,122,245,simulation00173.png,power
493,575,131,136,1078,397,197,143,1119,472,114,107,simulation00221.png,power
442,546,151,140,1106,555,148,77,1101,762,50,201,simulation00127.png,power
834,831,211,124,1346,328,125,199,1392,422,131,268,simulation00292.png,power
853,844,227,126,1122,611,120,71,1141,803,56,187,simulation00338.png,power
852,846,230,126,1108,612,122,68,1031,609,134,135,simulation00341.png,power
721,492,201,180,1366,314,125,186,1405,386,156,276,simulation00275.png,power
478,565,142,141,1317,233,152,147,1231,884,214,148,simulation00186.png,power
851,838,221,123,1134,595,117,64,1136,799,55,182,simulation00326.png,power
847,835,222,122,1145,579,115,75,1183,685,192,234,simulation00322.png,power
845,837,224,121,1147,573,109,68,1164,635,147,145,simulation00321.png,power
439,543,144,142,1117,589,137,66,1100,757,52,207,simulation00122.png,power
496,582,128,132,1068,378,157,113,1101,789,55,187,simulation00231.png,power
489,570,137,141,1335,256,149,169,1237,890,211,146,simulation00208.png,power
462,549,144,137,1290,363,114,125,1240,868,198,143,simulation00151.png,power
492,574,128,135,1092,389,204,135,1097,784,56,185,simulation00219.png,power
498,583,126,133,1104,301,135,177,1149,414,78,324,simulation00235.png,power
665,476,184,177,1378,300,125,191,1419,370,171,277,simulation00273.png,power
446,546,151,138,0,0,0,0,741,519,88,96,simulation00133.png,power
852,843,227,125,1124,610,119,71,1142,801,58,188,simulation00337.png,power
493,581,130,132,1049,418,191,136,1099,788,54,187,simulation00227.png,power
493,578,128,135,1068,400,197,148,1105,476,113,100,simulation00223.png,power
848,836,221,124,1152,571,113,78,1166,630,150,146,simulation00320.png,power
1112,584,136,73,0,0,0,0,1096,759,50,201,simulation00118.png,power
440,543,146,143,1126,586,125,59,1151,665,201,183,simulation00124.png,power
828,839,230,122,1226,438,161,106,1270,516,138,213,simulation00309.png,power
453,548,144,137,1203,455,98,129,1238,484,96,215,simulation00141.png,power
468,561,150,147,1354,241,111,169,1393,308,134,247,simulation00172.png,power
468,561,150,146,1357,234,112,178,1399,305,146,246,simulation00171.png,power
847,850,234,129,1105,622,124,65,1028,612,134,135,simulation00355.png,power
820,632,215,142,1365,313,105,201,1393,415,136,272,simulation00282.png,power
851,838,226,124,1131,598,116,66,1139,801,59,181,simulation00328.png,power
0,0,0,0,1109,628,142,77,1138,808,60,188,simulation00357.png,power
829,837,218,120,1345,333,121,203,1385,426,129,267,simulation00297.png,power
844,836,220,120,1158,557,119,80,1173,617,150,153,simulation00318.png,power
834,699,210,136,1366,304,109,210,1398,420,134,271,simulation00285.png,power
850,847,230,130,1106,620,127,66,1031,611,134,135,simulation00348.png,power
473,564,143,144,1305,234,167,152,1231,885,216,148,simulation00182.png,power
850,838,222,121,1135,592,115,71,1135,798,56,182,simulation00325.png,power
829,838,229,122,1229,465,144,94,1254,529,143,205,simulation00310.png,power
489,569,141,141,1359,265,126,155,1238,889,212,147,simulation00205.png,power
490,572,134,137,1279,276,176,135,1237,890,211,147,simulation00211.png,power
468,560,149,146,1370,254,117,164,1415,299,174,240,simulation00169.png,power
476,564,144,142,1309,232,159,148,1231,884,215,148,simulation00185.png,power
831,819,222,126,1353,319,120,205,1394,422,130,268,simulation00291.png,power
495,580,142,142,1191,196,133,261,1252,330,158,307,simulation00242.png,power
820,839,231,122,1339,340,116,193,1381,432,119,265,simulation00301.png,power
495,579,141,144,1277,274,153,169,1351,306,212,273,simulation00249.png,power
817,840,230,120,1343,326,122,212,1383,429,125,267,simulation00299.png,power
436,544,144,140,1114,590,136,66,1098,758,50,204,simulation00120.png,power
0,0,0,0,833,354,127,140,772,781,123,120,simulation01514.png,precision
881,756,185,118,1013,517,131,100,983,599,86,91,simulation00772.png,precision
827,359,172,161,0,0,0,0,771,781,123,119,simulation01509.png,precision
768,266,149,120,0,0,0,0,825,664,125,124,simulation01406.png,precision
0,0,0,0,1249,797,171,84,1169,948,236,144,simulation00420.png,precision
991,347,119,107,1186,768,154,154,917,926,210,118,simulation02832.png,precision
829,335,115,108,0,0,0,0,799,638,130,128,simulation01360.png,precision
1102,906,175,72,0,0,0,0,1128,967,172,120,simulation01447.png,precision
1228,806,185,81,0,0,0,0,1153,948,236,139,simulation00452.png,precision
780,281,204,123,1091,750,232,79,786,705,73,79,simulation02209.png,precision
968,354,125,109,1184,763,156,155,916,926,212,119,simulation02838.png,precision
859,411,175,126,0,0,0,0,938,664,114,127,simulation02896.png,precision
960,256,152,180,0,0,0,0,923,934,205,119,simulation02806.png,precision
1112,847,136,88,0,0,0,0,1103,939,210,125,simulation01363.png,precision
721,635,164,119,1444,363,178,185,905,783,102,118,simulation01646.png,precision
759,176,161,127,0,0,0,0,937,876,41,199,simulation00513.png,precision
707,627,136,93,0,0,0,0,853,770,132,147,simulation02731.png,precision
723,621,165,121,0,0,0,0,917,772,100,121,simulation01681.png,precision
837,343,147,155,0,0,0,0,772,781,123,119,simulation01503.png,precision
971,267,151,176,0,0,0,0,920,927,207,119,simulation02822.png,precision
1251,858,104,54,0,0,0,0,1136,961,235,136,simulation00625.png,precision
841,355,143,107,0,0,0,0,900,700,186,106,simulation01348.png,precision
969,376,138,169,0,0,0,0,959,943,258,138,simulation02762.png,precision
728,620,162,120,1044,778,150,128,1068,773,92,43,simulation01691.png,precision
701,630,100,121,0,0,0,0,937,934,253,127,simulation02959.png,precision
669,169,138,106,0,0,0,0,939,888,42,201,simulation00571.png,precision
803,220,169,131,1161,846,140,66,1101,959,232,118,simulation00522.png,precision
