l_hand_min_x,l_hand_min_y,l_hand_width,l_hand_height,r_hand_min_x,r_hand_min_y,r_hand_width,r_hand_height,object_min_x,object_min_y,object_width,object_height,picture_name,grasp
1178,537,217,118,1920,1080,0,0,0,0,0,0,salad08323.png,none
1220,626,229,113,1920,1080,0,0,0,0,0,0,salad08428.png,none
0,0,0,0,1230,406,98,102,1148,493,251,190,salad25447.png,none
0,0,0,0,856,515,146,96,1094,705,272,207,salad08574.png,none
1195,621,221,110,1920,1080,0,0,0,0,0,0,salad08367.png,none
1121,588,71,96,1920,1080,0,0,29,102,58,138,salad04321.png,none
1920,1080,0,0,1072,621,132,112,643,282,100,265,salad03526.png,none
1173,613,230,115,1920,1080,0,0,0,0,0,0,salad08357.png,none
1306,754,128,83,1920,1080,0,0,0,0,0,0,salad09802.png,none
1202,619,216,109,1920,1080,0,0,0,0,0,0,salad08445.png,none
1039,610,93,65,1247,691,101,61,1168,568,109,149,salad16064.png,none
1136,596,112,182,1920,1080,0,0,628,393,54,146,salad11774.png,none
1920,1080,0,0,406,501,93,51,641,392,55,148,salad11758.png,none
1249,638,154,100,1473,571,167,161,1080,534,347,276,salad15124.png,none
1169,605,224,106,1920,1080,0,0,0,0,0,0,salad08347.png,none
1178,596,126,162,1920,1080,0,0,725,337,71,141,salad11700.png,none
1161,442,194,162,1920,0,0,0,0,1080,0,0,salad08317.png,none
1230,626,231,101,1920,1080,0,0,0,0,0,0,salad08419.png,none
1101,571,124,186,1920,0,0,0,80,460,131,189,salad11823.png,none
1920,1080,0,0,1040,725,166,63,228,319,68,150,salad10121.png,none
1183,605,217,105,1920,1080,0,0,0,0,0,0,salad08338.png,none
1920,1080,0,0,1479,686,153,100,0,0,0,0,salad09814.png,none
930,185,203,216,1920,0,0,0,0,1080,0,0,salad08722.png,none
1215,727,185,115,1920,1080,0,0,455,290,57,163,salad11658.png,none
973,346,132,158,1202,468,151,221,953,504,377,257,salad16027.png,none
924,482,139,116,1482,681,142,141,1389,659,324,246,salad25518.png,none
1200,527,186,131,1920,1080,0,0,0,0,0,0,salad08456.png,none
1920,1080,0,0,1139,518,103,66,793,311,104,284,salad03800.png,none
0,1080,0,0,1295,587,132,192,1216,271,143,208,salad07884.png,none
1213,617,228,109,1920,1080,0,0,0,0,0,0,salad08381.png,none
1226,456,194,181,1920,1080,0,0,32,142,64,79,salad08462.png,none
1920,1080,0,0,1239,464,174,171,44,140,88,85,salad08461.png,none
0,0,0,0,1495,684,178,156,1331,651,306,253,salad03518.png,none
1920,1080,0,0,402,504,91,52,634,394,54,150,salad11766.png,none
1220,626,222,99,1920,1080,0,0,0,0,0,0,salad08438.png,none
0,0,0,0,1260,721,143,158,899,487,257,176,salad25489.png,none
1179,611,223,107,1920,1080,0,0,0,0,0,0,salad08337.png,none
1179,426,183,198,1451,700,111,173,395,443,442,131,salad16045.png,none
1203,680,193,137,1920,1080,0,0,118,296,92,181,salad11624.png,none
833,0,173,126,1102,871,214,82,0,1080,0,0,salad08647.png,none
1157,605,117,180,405,494,97,58,649,389,57,147,salad11750.png,none
0,0,0,0,1331,711,146,184,1389,642,295,230,salad25504.png,none
1920,1080,0,0,914,644,116,85,674,326,110,294,salad04366.png,none
876,566,140,57,0,0,0,0,1093,703,269,207,salad08573.png,none
1920,1080,0,0,1245,742,165,140,0,0,0,0,salad08577.png,none
1172,604,222,108,1920,1080,0,0,0,0,0,0,salad08346.png,none
1205,620,223,116,1920,1080,0,0,0,0,0,0,salad08376.png,none
1920,1080,0,0,251,540,98,63,464,399,54,157,salad11805.png,none
0,0,0,0,1292,713,148,173,1403,647,301,241,salad25498.png,none
1920,1080,0,0,974,786,136,83,253,312,64,149,salad10117.png,none
1201,715,186,131,1920,1080,0,0,380,289,66,168,salad11651.png,none
333,523,94,55,1920,1080,0,0,556,393,52,150,salad11798.png,none
952,0,181,152,1920,0,0,0,0,1080,0,0,salad08655.png,none
967,0,149,142,1920,0,0,0,0,1080,0,0,salad08670.png,none
1920,1080,0,0,1290,599,306,161,0,0,0,0,salad11599.png,none
978,0,177,148,1920,0,0,0,0,1080,0,0,salad08659.png,none
1920,1080,0,0,1464,687,152,96,0,0,0,0,salad09813.png,none
1209,719,181,120,1920,1080,0,0,409,291,61,167,salad11654.png,none
964,361,138,155,1186,466,153,219,963,514,371,265,salad16026.png,none
1920,1080,0,0,1470,709,111,163,308,462,461,119,salad16047.png,none
1134,522,149,160,0,0,0,0,1211,745,172,65,salad14030.png,none
1920,1080,0,0,1233,808,166,112,0,0,0,0,salad08592.png,none
1214,728,188,116,1920,1080,0,0,466,287,56,156,salad11659.png,none
1212,429,218,203,1920,1080,0,0,20,143,40,72,salad08463.png,none
1237,632,146,94,0,0,0,0,1155,542,320,261,salad15114.png,none
1920,1080,0,0,428,473,96,54,665,380,60,145,salad11730.png,none
932,415,199,190,1920,0,0,0,0,1080,0,0,salad08727.png,none
1184,585,130,179,468,399,92,47,703,308,67,141,salad11688.png,none
1920,1080,0,0,1137,845,168,74,0,0,0,0,salad08613.png,none
892,586,95,108,1920,1080,0,0,114,304,102,163,salad00087.png,none
0,0,0,0,1362,709,143,177,1387,647,297,241,salad25507.png,none
1920,1080,0,0,1143,835,179,93,0,0,0,0,salad08610.png,none
1920,1080,0,0,429,474,96,53,664,380,59,146,salad11731.png,none
1172,609,226,114,1920,1080,0,0,0,0,0,0,salad08354.png,none
1920,1080,0,0,1129,857,170,72,0,0,0,0,salad08628.png,none
1411,751,80,93,0,0,0,0,1819,719,200,210,salad16385.png,none
1201,681,197,145,1920,1080,0,0,234,289,79,174,salad11635.png,none
0,0,0,0,1192,607,166,198,977,484,266,194,salad25469.png,none
1920,1080,0,0,1279,613,293,153,0,0,0,0,salad11600.png,none
1170,590,125,168,471,429,101,44,721,342,70,140,salad11702.png,none
1183,607,214,99,1920,1080,0,0,0,0,0,0,salad08340.png,none
1109,568,109,192,1920,1080,0,0,574,392,52,150,salad11796.png,none
1005,555,163,96,1484,617,158,120,1365,663,321,250,salad25525.png,none
1142,325,184,207,1920,0,0,0,0,1080,0,0,salad08312.png,none
1126,593,113,177,1920,1080,0,0,621,393,52,147,salad11779.png,none
1230,625,230,99,1920,1080,0,0,0,0,0,0,salad08393.png,none
1200,421,249,205,0,0,0,0,1818,808,202,375,salad08466.png,none
1021,636,133,99,0,0,0,0,1892,892,54,62,salad09725.png,none
1207,620,223,115,1920,1080,0,0,0,0,0,0,salad08377.png,none
0,0,0,0,1217,418,115,117,1105,489,236,189,salad25453.png,none
0,0,0,0,1218,669,162,191,951,488,253,183,salad25476.png,none
1920,1080,0,0,408,501,91,50,643,391,55,148,salad11756.png,none
1037,599,77,110,1366,431,139,111,1337,675,208,247,salad03532.png,none
1016,597,144,100,1340,698,141,78,1179,696,248,232,salad07850.png,none
0,0,0,0,349,247,164,104,1920,1080,0,0,salad08737.png,none
917,85,198,228,1920,0,0,0,0,1080,0,0,salad08720.png,none
1920,1080,0,0,399,502,94,54,636,394,55,149,salad11764.png,none
1112,571,110,186,1920,1080,0,0,582,390,53,149,salad11795.png,none
1246,639,157,99,1472,605,165,146,1070,534,353,277,salad15125.png,none
1221,626,234,101,1920,1080,0,0,0,0,0,0,salad08405.png,none
1219,627,232,110,1920,1080,0,0,0,0,0,0,salad08427.png,none
1076,615,69,75,0,0,0,0,1190,700,234,232,salad07840.png,none
0,0,0,0,1263,718,144,160,897,487,251,173,salad25490.png,none
1920,1080,0,0,398,504,94,54,633,394,55,150,salad11767.png,none
1920,1080,0,0,1236,574,150,112,683,321,109,293,salad04372.png,none
1106,577,118,188,1920,1080,0,0,595,391,53,151,salad11792.png,none
968,0,178,155,1920,0,0,0,0,1080,0,0,salad08657.png,none
1920,1080,0,0,406,497,93,52,645,390,55,146,salad11754.png,none
742,126,164,213,1278,785,163,123,0,1080,0,0,salad08584.png,none
1095,534,114,226,1920,1080,0,0,253,417,93,176,salad11816.png,none
1920,1080,0,0,415,393,93,52,647,293,62,147,salad11679.png,none
1920,1080,0,0,1138,840,179,90,0,0,0,0,salad08612.png,none
1236,650,146,82,1356,724,176,79,1015,526,373,282,salad15130.png,none
1066,606,115,108,1429,490,184,199,1363,667,297,252,salad03528.png,none
1157,588,123,176,1920,1080,0,0,699,360,66,142,salad11711.png,none
1109,865,203,76,1920,1080,0,0,0,0,0,0,salad08643.png,none
1248,636,152,95,1449,509,166,163,1099,536,338,274,salad15122.png,none
1192,624,229,111,1920,1080,0,0,0,0,0,0,salad08371.png,none
1189,565,214,106,1920,1080,0,0,0,0,0,0,salad08325.png,none
1920,1080,0,0,408,502,90,50,642,391,55,147,salad11757.png,none
1204,623,221,113,1920,1080,0,0,0,0,0,0,salad08443.png,none
1133,261,189,221,1920,0,0,0,0,1080,0,0,salad08310.png,none
725,337,125,85,1130,548,140,87,764,315,112,303,salad03812.png,none
1108,580,115,188,1920,1080,0,0,598,391,53,150,salad11791.png,none
1198,624,226,110,1920,1080,0,0,0,0,0,0,salad08374.png,none
1920,1080,0,0,1241,808,167,112,0,0,0,0,salad08591.png,none
1193,599,222,112,1920,1080,0,0,0,0,0,0,salad08330.png,none
1226,629,232,107,1920,1080,0,0,0,0,0,0,salad08398.png,none
1202,677,196,138,1920,1080,0,0,106,297,93,182,salad11623.png,none
935,453,192,186,1920,1080,0,0,0,0,0,0,salad08728.png,none
1920,1080,0,0,1138,847,117,62,0,0,0,0,salad08621.png,none
1276,626,269,141,1920,1080,0,0,0,0,0,0,salad11601.png,none
1920,1080,0,0,1113,609,137,94,22,99,43,128,salad04351.png,none
893,669,91,88,1093,438,133,120,165,295,90,162,salad00094.png,none
945,0,135,141,1920,0,0,0,0,1080,0,0,salad08673.png,none
1920,1080,0,0,1114,530,145,76,783,310,107,290,salad03805.png,none
1162,489,210,144,1920,1080,0,0,0,0,0,0,salad08320.png,none
1013,624,131,101,0,0,0,0,1689,753,338,268,salad09724.png,none
1212,725,184,115,1920,1080,0,0,443,287,58,156,salad11657.png,none
1015,572,165,98,0,0,0,0,931,726,111,324,salad25527.png,none
1202,622,222,107,1920,1080,0,0,0,0,0,0,salad08444.png,none
975,567,160,115,1334,664,132,122,1187,665,242,233,salad07865.png,none
954,0,136,143,1920,0,0,0,0,1080,0,0,salad08672.png,none
1162,588,112,172,443,454,104,44,697,362,65,141,salad11712.png,none
1127,594,111,175,387,505,93,57,623,393,53,148,salad11778.png,none
0,1080,0,0,1305,586,131,190,1212,273,141,209,salad07883.png,none
1151,376,184,189,1920,0,0,0,0,1080,0,0,salad08314.png,none
1194,704,162,125,0,1080,0,0,1725,175,330,337,salad11861.png,none
1920,1080,0,0,1120,855,160,58,0,0,0,0,salad08635.png,none
1920,1080,0,0,404,496,95,54,646,390,56,147,salad11753.png,none
1231,628,231,95,1920,1080,0,0,0,0,0,0,salad08418.png,none
1103,559,107,195,1920,1080,0,0,524,395,52,154,salad11801.png,none
0,0,0,0,1310,577,324,172,1175,793,183,209,salad11597.png,none
1920,1080,0,0,1226,410,70,145,769,331,108,277,salad03716.png,none
1122,140,230,262,1920,0,0,0,0,1080,0,0,salad08307.png,none
1920,1080,0,0,1136,850,177,81,0,0,0,0,salad08617.png,none
849,379,153,177,1920,0,0,0,685,549,322,262,salad03161.png,none
1920,1080,0,0,1436,699,163,100,0,0,0,0,salad09811.png,none
698,330,131,92,1135,555,133,91,758,250,113,174,salad03814.png,none
1229,626,230,110,1920,1080,0,0,0,0,0,0,salad08420.png,none
0,0,0,0,1041,310,152,136,1531,527,92,89,salad00099.png,none
759,0,127,116,0,0,0,0,1920,1080,0,0,salad08692.png,none
1012,308,147,183,1268,502,132,243,824,487,359,269,salad16031.png,none
1196,706,190,133,1920,1080,0,0,342,290,70,170,salad11646.png,none
831,0,132,124,0,0,0,0,1920,1080,0,0,salad08683.png,none
1197,587,210,106,1920,1080,0,0,0,0,0,0,salad08450.png,none
964,388,130,142,1165,479,156,197,1010,523,354,285,salad16024.png,none
1032,633,171,100,1353,572,150,82,1341,672,326,266,salad25535.png,none
1230,626,229,102,1920,1080,0,0,0,0,0,0,salad08397.png,none
1177,608,219,111,1920,1080,0,0,0,0,0,0,salad08353.png,none
1920,1080,0,0,1122,861,161,54,0,0,0,0,salad08633.png,none
1920,1080,0,0,1027,638,78,75,709,293,102,258,salad03535.png,none
1920,1080,0,0,1082,506,52,72,769,332,109,278,salad03720.png,none
978,335,136,161,1214,469,151,227,932,494,408,262,salad16028.png,none
865,0,181,139,1099,872,214,85,0,1080,0,0,salad08649.png,none
1189,573,209,121,1920,1080,0,0,0,0,0,0,salad08451.png,none
753,346,116,78,1129,544,138,80,770,308,110,291,salad03810.png,none
0,0,0,0,1229,411,102,92,1160,494,249,188,salad25446.png,none
1195,625,221,107,1920,1080,0,0,0,0,0,0,salad08368.png,none
1017,580,168,100,1420,602,190,98,1355,665,326,256,salad25528.png,none
0,0,0,0,1512,638,201,207,1342,656,309,256,salad03521.png,none
816,0,128,125,0,0,0,0,1920,1080,0,0,salad08685.png,none
1198,703,190,132,1920,1080,0,0,334,290,70,170,salad11645.png,none
1920,1080,0,0,1137,848,168,73,0,0,0,0,salad08614.png,none
1275,805,112,77,1920,1080,0,0,0,0,0,0,salad09797.png,none
1920,1080,0,0,1103,867,206,79,0,0,0,0,salad08646.png,none
911,678,147,103,296,268,162,103,1920,0,0,0,salad08735.png,none
689,323,136,90,1137,557,137,97,754,249,113,172,salad03815.png,none
1171,608,223,101,1920,1080,0,0,0,0,0,0,salad08348.png,none
1184,551,216,113,1920,1080,0,0,0,0,0,0,salad08324.png,none
1351,728,97,79,0,1080,0,0,1345,212,111,149,salad16058.png,none
1224,625,234,111,1920,1080,0,0,0,0,0,0,salad08422.png,none
917,680,110,87,1920,1080,0,0,77,309,110,166,salad00078.png,none
879,0,192,229,1920,0,0,0,0,1080,0,0,salad08717.png,none
1181,606,229,111,1920,1080,0,0,0,0,0,0,salad08334.png,none
1285,782,119,82,1920,1080,0,0,0,0,0,0,salad09799.png,none
0,0,0,0,1220,405,112,112,1121,490,240,190,salad25451.png,none
1234,660,217,147,1920,1080,0,0,0,0,0,0,salad11609.png,none
0,0,0,0,1209,646,157,189,962,485,264,191,salad25473.png,none
1197,567,204,114,1920,1080,0,0,0,0,0,0,salad08452.png,none
1920,1080,0,0,892,699,83,94,174,294,89,161,salad00095.png,none
0,0,0,0,1159,486,157,180,1029,530,328,283,salad16023.png,none
1920,1080,0,0,394,505,96,55,631,394,54,150,salad11770.png,none
1118,593,117,178,1920,1080,0,0,619,393,53,149,salad11780.png,none
1214,729,188,112,1920,1080,0,0,487,286,55,155,salad11661.png,none
1920,1080,0,0,430,481,88,52,660,384,59,148,salad11736.png,none
1220,620,226,111,1920,1080,0,0,0,0,0,0,salad08383.png,none
1920,0,0,0,1472,714,115,149,229,566,459,351,salad16048.png,none
1118,412,158,77,0,0,0,0,1122,479,306,256,salad14031.png,none
1330,368,87,94,1920,1080,0,0,777,326,108,271,salad03689.png,none
1185,625,225,108,1920,1080,0,0,0,0,0,0,salad08364.png,none
1071,303,170,208,1324,576,112,225,717,477,427,287,salad16035.png,none
1229,624,229,103,1920,1080,0,0,0,0,0,0,salad08389.png,none
1219,625,235,109,1920,1080,0,0,0,0,0,0,salad08406.png,none
1920,0,0,0,1452,735,105,117,157,622,314,356,salad16052.png,none
1215,627,229,107,1920,1080,0,0,0,0,0,0,salad08432.png,none
1920,1080,0,0,434,460,102,40,690,366,64,143,salad11715.png,none
1187,583,129,175,469,400,94,46,707,309,68,142,salad11689.png,none
639,0,226,237,1255,800,165,110,0,1080,0,0,salad08589.png,none
980,0,148,137,1072,905,151,35,0,615,0,0,salad08669.png,none
1315,718,100,66,0,0,0,0,1225,579,120,129,salad16060.png,none
1110,583,112,183,1920,1080,0,0,601,391,53,149,salad11790.png,none
0,0,0,0,1251,720,150,166,903,486,260,179,salad25487.png,none
1920,1080,0,0,1290,427,92,57,732,298,105,257,salad03538.png,none
1920,1080,0,0,1116,855,154,55,0,0,0,0,salad08636.png,none
0,0,0,0,1233,702,157,175,1467,673,312,259,salad25482.png,none
986,575,152,112,1327,677,134,108,1186,668,243,233,salad07864.png,none
935,573,159,135,1920,1080,0,0,0,0,0,0,salad08731.png,none
1184,621,224,110,1920,1080,0,0,0,0,0,0,salad08362.png,none
1171,588,119,168,468,436,98,47,715,348,69,140,salad11705.png,none
895,0,189,251,1920,0,0,0,0,1080,0,0,salad08718.png,none
1242,684,236,115,1920,1080,0,0,0,0,0,0,salad11606.png,none
1246,634,155,94,1391,458,167,142,1111,537,337,271,salad15120.png,none
1334,370,75,98,1920,1080,0,0,777,326,108,271,salad03688.png,none
0,0,0,0,1188,488,130,144,1043,487,248,190,salad25460.png,none
0,0,0,0,845,190,78,84,1920,1080,0,0,salad08181.png,none
1920,1080,0,0,405,492,99,53,651,386,57,146,salad11748.png,none
907,750,135,88,1920,1080,0,0,0,0,0,0,salad08740.png,none
1218,625,238,112,1920,1080,0,0,0,0,0,0,salad08402.png,none
888,590,90,99,1920,1080,0,0,109,304,103,163,salad00086.png,none
1224,627,237,103,659,289,121,121,0,1080,0,0,salad08417.png,none
1920,1080,0,0,1117,594,63,103,24,110,47,126,salad04324.png,none
1120,591,114,180,379,507,96,55,616,392,54,149,salad11782.png,none
0,0,0,0,1069,668,118,67,953,564,186,223,salad16076.png,none
1230,640,148,89,1318,734,153,63,1000,521,369,286,salad15132.png,none
1181,588,127,174,1920,1080,0,0,720,319,70,141,salad11694.png,none
1920,1080,0,0,406,497,95,54,646,390,57,149,salad11752.png,none
1176,610,224,116,1920,1080,0,0,0,0,0,0,salad08356.png,none
1920,1080,0,0,1446,593,189,228,698,243,48,126,salad09939.png,none
1920,1080,0,0,1124,859,178,70,0,0,0,0,salad08630.png,none
1195,684,204,132,1920,1080,0,0,96,298,94,183,salad11622.png,none
1329,704,110,64,0,0,0,0,1186,701,239,230,salad07843.png,none
1199,714,188,130,1920,1080,0,0,365,290,69,170,salad11649.png,none
1101,565,121,195,1920,0,0,0,107,452,127,187,salad11822.png,none
965,376,136,149,1172,474,160,211,994,523,339,272,salad16025.png,none
1021,593,116,90,0,0,0,0,1183,676,241,233,salad07861.png,none
925,633,151,114,1920,1080,0,0,0,0,0,0,salad08733.png,none
1141,293,181,221,1920,0,0,0,0,1080,0,0,salad08311.png,none
1184,596,122,161,1920,1080,0,0,726,334,71,141,salad11699.png,none
1163,424,185,168,1920,0,0,0,0,1080,0,0,salad08316.png,none
0,1080,0,0,1016,678,142,65,1006,58,102,115,salad16081.png,none
1373,736,70,79,1920,1080,0,0,0,0,0,0,salad16377.png,none
1212,675,202,136,1920,1080,0,0,44,303,89,183,salad11617.png,none
1085,655,156,110,1512,616,201,220,1346,658,308,254,salad03522.png,none
1920,1080,0,0,396,505,95,51,631,394,54,149,salad11769.png,none
0,0,0,0,1343,711,143,180,1386,644,291,234,salad25505.png,none
1007,615,105,81,0,0,0,0,1182,681,241,236,salad07858.png,none
1013,587,127,90,0,0,0,0,1184,673,240,232,salad07862.png,none
1173,474,197,150,1920,1080,0,0,0,0,0,0,salad08319.png,none
0,0,0,0,823,187,100,69,1920,1080,0,0,salad08178.png,none
1088,2,273,317,1920,0,0,0,0,1080,0,0,salad08303.png,none
1171,504,214,140,1920,1080,0,0,0,0,0,0,salad08321.png,none
1920,1080,0,0,1126,856,165,67,0,0,0,0,salad08629.png,none
0,0,0,0,825,197,100,78,1920,1080,0,0,salad08182.png,none
1258,821,115,67,1920,1080,0,0,0,0,0,0,salad09796.png,none
961,0,140,142,1920,0,0,0,0,1080,0,0,salad08671.png,none
910,752,132,90,1920,1080,0,0,0,0,0,0,salad08741.png,none
0,0,0,0,1027,755,132,97,1765,737,308,204,salad16444.png,none
1920,1080,0,0,405,503,89,48,637,394,56,150,salad11762.png,none
1173,606,221,107,1920,1080,0,0,0,0,0,0,salad08350.png,none
926,0,185,155,1920,0,0,0,0,1080,0,0,salad08653.png,none
1920,1080,0,0,401,504,91,54,635,394,55,149,salad11765.png,none
0,0,0,0,1195,466,134,144,1061,489,239,188,salad25458.png,none
1136,597,114,181,1920,1080,0,0,628,393,54,147,salad11775.png,none
1920,1080,0,0,1296,759,129,75,0,0,0,0,salad09801.png,none
1221,626,221,103,1920,1080,0,0,0,0,0,0,salad08433.png,none
1155,607,120,179,404,494,99,53,650,387,56,146,salad11749.png,none
0,0,0,0,1307,712,147,177,1394,641,295,229,salad25501.png,none
1210,433,227,199,0,1080,0,0,1761,255,316,457,salad08464.png,none
1920,1080,0,0,1142,725,164,137,0,0,0,0,salad08569.png,none
0,0,0,0,1269,720,141,153,894,486,252,174,salad25491.png,none
1185,604,231,109,1920,1080,0,0,0,0,0,0,salad08331.png,none
1920,0,0,0,1005,680,140,65,874,575,165,249,salad16084.png,none
996,547,166,93,1491,627,155,122,1366,663,319,250,salad25524.png,none
1115,590,111,177,370,505,98,52,611,392,53,150,salad11785.png,none
0,0,0,0,1310,427,167,133,1217,535,183,230,salad15659.png,none
1232,638,151,94,0,0,0,0,1170,544,317,259,salad15112.png,none
1920,0,0,0,1461,730,109,125,175,608,350,353,salad16051.png,none
1221,626,234,108,1920,1080,0,0,0,0,0,0,salad08404.png,none
1074,689,152,87,1920,1080,0,0,223,319,69,149,salad10122.png,none
1176,606,217,100,1920,1080,0,0,0,0,0,0,salad08345.png,none
731,341,133,95,1129,548,141,82,767,312,110,297,salad03811.png,none
927,132,197,226,1920,0,0,0,0,1080,0,0,salad08721.png,none
769,217,152,156,1276,774,161,124,0,1080,0,0,salad08582.png,none
1219,628,236,108,1920,1080,0,0,0,0,0,0,salad08401.png,none
0,0,0,0,1196,456,131,137,1071,490,238,188,salad25457.png,none
1920,1080,0,0,480,407,98,46,723,323,70,142,salad11695.png,none
1920,1080,0,0,1447,692,158,101,0,0,0,0,salad09812.png,none
889,594,98,105,1154,654,97,78,127,301,98,161,salad00089.png,none
0,0,0,0,1203,639,161,194,967,487,260,187,salad25472.png,none
1203,710,184,124,1920,1080,0,0,349,291,69,169,salad11647.png,none
0,0,0,0,1080,611,50,82,1189,701,235,232,salad07842.png,none
996,0,149,138,1920,0,0,0,0,1080,0,0,salad08666.png,none
0,0,0,0,1534,676,145,95,1721,500,157,151,salad09818.png,none
993,0,162,145,1920,0,0,0,0,1080,0,0,salad08663.png,none
0,0,0,0,1466,597,205,235,1859,761,112,108,salad09940.png,none
0,0,0,0,1225,405,105,100,1142,493,245,187,salad25448.png,none
0,0,0,0,1214,667,163,189,956,487,251,186,salad25475.png,none
1028,620,174,100,1381,568,154,93,1337,671,338,263,salad25533.png,none
0,0,0,0,1504,667,187,180,1335,653,306,254,salad03519.png,none
0,0,0,0,1255,720,146,161,902,488,254,174,salad25488.png,none
1920,1080,0,0,1628,618,249,279,646,242,47,132,salad09944.png,none
1232,695,210,107,1920,1080,0,0,0,0,0,0,salad11612.png,none
0,0,0,0,1285,713,148,179,1410,647,303,244,salad25496.png,none
1088,526,117,206,1920,1080,0,0,356,403,69,165,salad11811.png,none
1920,1080,0,0,1078,630,144,107,636,281,101,265,salad03525.png,none
1168,625,158,172,399,391,98,52,633,291,62,150,salad11677.png,none
704,37,190,268,1273,791,162,121,0,1080,0,0,salad08586.png,none
1242,641,153,99,1449,664,160,117,1057,531,348,278,salad15127.png,none
913,761,130,85,1920,1080,0,0,0,0,0,0,salad08742.png,none
925,570,172,110,1338,644,135,135,1190,654,242,230,salad07868.png,none
1173,607,141,179,1920,1080,0,0,662,297,63,144,salad11681.png,none
0,0,0,0,1177,514,148,173,1017,489,271,191,salad25462.png,none
1920,1080,0,0,428,472,99,44,670,377,61,144,salad11726.png,none
0,1080,0,0,1278,588,134,199,1225,262,145,208,salad07886.png,none
1316,611,331,120,1920,1080,0,0,0,0,0,0,salad11594.png,none
1920,1080,0,0,1048,329,141,131,201,291,85,160,salad00098.png,none
0,0,0,0,1437,702,139,154,1386,653,302,246,salad25513.png,none
0,0,0,0,1278,715,151,181,1416,650,303,248,salad25494.png,none
1252,638,149,93,1462,540,172,159,1090,535,343,275,salad15123.png,none
755,352,124,70,1123,543,131,68,772,309,109,292,salad03809.png,none
1203,681,189,140,1920,1080,0,0,159,293,87,179,salad11628.png,none
845,597,168,102,1344,620,133,156,1162,297,132,219,salad07872.png,none
996,0,157,141,1920,0,0,0,0,1080,0,0,salad08665.png,none
1920,1080,0,0,1558,669,147,96,0,0,0,0,salad09820.png,none
1125,561,148,149,0,0,0,0,1112,481,317,255,salad14033.png,none
1220,625,236,111,1920,1080,0,0,0,0,0,0,salad08403.png,none
940,286,196,194,1920,0,0,0,0,1080,0,0,salad08724.png,none
1116,582,124,97,0,1080,0,0,1365,220,113,148,salad16057.png,none
1920,1080,0,0,1319,747,126,76,0,0,0,0,salad09803.png,none
807,0,170,153,0,0,0,0,1920,1080,0,0,salad08713.png,none
1173,588,139,184,459,399,92,44,695,305,67,142,salad11686.png,none
1097,326,175,196,1344,613,100,206,739,415,335,182,salad16037.png,none
1234,368,93,97,0,1080,0,0,1141,273,150,263,salad04009.png,none
1920,1080,0,0,1190,811,164,100,0,0,0,0,salad08598.png,none
1199,619,226,117,1920,1080,0,0,0,0,0,0,salad08375.png,none
839,377,154,187,1920,0,0,0,682,528,321,251,salad03165.png,none
0,0,0,0,1296,714,148,172,1401,643,300,235,salad25499.png,none
1155,605,117,180,0,0,0,0,1836,553,167,322,salad11741.png,none
832,380,95,75,1121,541,129,52,785,310,106,289,salad03804.png,none
890,603,95,101,1920,1080,0,0,135,300,97,162,salad00090.png,none
1196,597,219,99,1920,1080,0,0,0,0,0,0,salad08329.png,none
1920,0,0,0,1442,737,96,110,139,634,278,362,salad16053.png,none
1224,625,218,98,1920,1080,0,0,0,0,0,0,salad08437.png,none
1410,738,89,94,1920,0,0,0,103,659,205,352,salad16055.png,none
1220,625,223,96,1920,1080,0,0,0,0,0,0,salad08435.png,none
0,0,0,0,1056,672,121,66,941,565,185,228,salad16077.png,none
1111,586,113,181,1920,1080,0,0,603,391,54,149,salad11789.png,none
1019,606,104,86,1343,674,136,113,1183,679,240,236,salad07859.png,none
0,0,0,0,1228,694,157,177,930,485,258,184,salad25480.png,none
1222,627,234,101,1920,1080,0,0,0,0,0,0,salad08410.png,none
1920,1080,0,0,1095,871,210,91,0,0,0,0,salad08651.png,none
1245,635,155,93,1424,484,168,157,1097,536,351,272,salad15121.png,none
1027,650,163,100,1317,578,142,77,1322,672,355,269,salad25538.png,none
1920,1080,0,0,1335,819,116,75,0,0,0,0,salad08174.png,none
1033,626,171,102,1367,569,155,89,1343,672,324,264,salad25534.png,none
1132,362,182,199,1376,661,108,186,1431,613,104,74,salad16040.png,none
1920,1080,0,0,1040,283,145,143,227,289,81,158,salad00101.png,none
1205,678,187,146,1920,1080,0,0,191,290,84,175,salad11631.png,none
1181,606,214,100,1920,1080,0,0,0,0,0,0,salad08341.png,none
1920,1080,0,0,1046,267,147,144,255,288,78,159,salad00104.png,none
1920,1080,0,0,1267,760,162,134,0,0,0,0,salad08580.png,none
1116,645,162,98,1920,1080,0,0,211,322,70,151,salad10124.png,none
1920,1080,0,0,1198,810,166,107,0,0,0,0,salad08597.png,none
1194,621,222,108,1920,1080,0,0,0,0,0,0,salad08366.png,none
1203,556,192,125,1920,1080,0,0,0,0,0,0,salad08453.png,none
1179,606,214,108,1920,1080,0,0,0,0,0,0,salad08343.png,none
1920,1080,0,0,990,771,135,77,247,313,66,148,salad10118.png,none
850,0,174,130,1101,871,218,89,0,1080,0,0,salad08648.png,none
1130,547,146,157,0,0,0,0,1118,480,313,255,salad14032.png,none
860,0,193,202,0,0,0,0,1920,1080,0,0,salad08716.png,none
0,0,0,0,1209,659,165,193,959,486,259,188,salad25474.png,none
