hand_min_x,hand_min_y,hand_width,hand_length,object_min_x,object_min_y,object_width,object_height,picture_name,grasp
1093,566,95,109,1253,705,172,247,power09187.png,power
1370,552,198,172,1609,601,46,59,power4334.png,power
713,525,200,155,0,0,0,0,power6443.png,power
874,444,180,150,0,0,0,0,power4913.png,power
804,671,171,118,0,0,0,0,power09394.png,power
884,527,213,188,1246,593,128,120,power09220.png,power
886,650,130,122,1143,725,212,374,power08195.png,power
1087,535,151,111,1264,629,45,98,power08561.png,power
343,386,211,209,0,0,0,0,power6209.png,power
338,382,206,209,0,0,0,0,power6210.png,power
541,371,322,296,1084,525,317,325,power1627.png,power
1476,770,133,110,0,0,0,0,power4297.png,power
681,585,209,200,0,0,0,0,power4493.png,power
827,599,110,155,0,0,0,0,power09846.png,power
489,291,222,171,0,0,0,0,power6145.png,power
695,506,231,250,0,0,0,0,power4496.png,power
1277,330,121,169,1383,445,214,206,power08404.png,power
799,605,137,145,1048,718,432,311,power08122.png,power
625,660,221,174,901,722,78,99,power4665.png,power
1502,257,153,180,1692,355,123,172,power08417.png,power
504,523,242,250,949,617,95,178,power2358.png,power
738,751,178,169,0,0,0,0,power4823.png,power
694,397,120,110,895,462,105,408,power07432.png,power
260,186,306,372,825,303,154,260,power2459.png,power
421,322,199,184,0,0,0,0,power6189.png,power
581,168,319,248,0,0,0,0,power4867.png,power
1388,375,175,149,0,0,0,0,power4148.png,power
869,546,192,167,1210,608,120,117,power09250.png,power
1178,426,173,162,1429,491,102,93,power08953.png,power
4,164,333,385,590,240,203,219,power2497.png,power
1303,404,177,179,1537,533,414,221,power08771.png,power
842,468,130,224,1135,640,292,368,power08131.png,power
860,732,235,133,0,0,0,0,power09677.png,power
1292,903,143,99,0,0,0,0,power4312.png,power
652,111,210,210,0,0,0,0,power6018.png,power
870,532,220,188,1243,596,133,123,power09218.png,power
1473,594,194,192,0,0,0,0,power4110.png,power
999,674,165,124,1235,959,179,100,power5226.png,power
1213,610,185,156,0,0,0,0,power4356.png,power
993,376,201,208,0,0,0,0,power4174.png,power
781,430,173,147,1000,573,369,218,power07508.png,power
667,406,179,140,1046,509,148,157,power08080.png,power
1123,614,165,167,0,0,0,0,power4247.png,power
804,324,181,211,0,0,0,0,power6281.png,power
942,603,225,139,66,951,42,35,power09298.png,power
1165,693,144,108,1384,1027,103,69,power0380.png,power
492,740,126,147,0,0,0,0,power2079.png,power
1246,448,121,155,1446,591,259,260,power09164.png,power
846,581,230,170,0,0,0,0,power09618.png,power
256,375,317,343,885,574,172,277,power2398.png,power
677,262,256,187,0,0,0,0,power7388.png,power
1197,468,198,201,0,0,0,0,power4450.png,power
1007,720,198,143,0,0,0,0,power09466.png,power
770,667,177,119,0,0,0,0,power09383.png,power
1377,315,188,167,1621,410,86,126,power08472.png,power
404,459,259,296,918,615,129,216,power2380.png,power
728,547,160,121,1068,606,134,101,power08210.png,power
744,613,196,190,0,0,0,0,power4487.png,power
497,75,234,284,0,0,0,0,power6080.png,power
643,370,178,146,1021,467,157,151,power08081.png,power
356,378,157,111,0,0,0,0,power7127.png,power
697,156,170,208,0,0,0,0,power7373.png,power
658,130,217,202,0,0,0,0,power6017.png,power
1128,695,173,118,1326,757,55,47,power3595.png,power
667,317,174,125,0,0,0,0,power5366.png,power
641,115,318,252,0,0,0,0,power6052.png,power
512,387,314,285,1046,541,300,315,power1623.png,power
724,361,169,141,969,472,372,148,power07469.png,power
627,346,166,132,0,0,0,0,power5975.png,power
793,470,202,189,0,0,0,0,power6388.png,power
794,577,182,136,1011,691,352,160,power08242.png,power
722,452,218,170,0,0,0,0,power7344.png,power
1147,578,167,128,0,0,0,0,power3529.png,power
615,553,208,193,1017,642,124,168,power1551.png,power
595,501,316,267,1001,1030,78,38,power1811.png,power
853,694,204,130,0,0,0,0,power09374.png,power
1298,638,191,203,0,0,0,0,power4082.png,power
788,578,156,121,1049,627,95,89,power09658.png,power
298,382,308,314,906,580,168,268,power2394.png,power
1355,339,171,155,0,0,0,0,power4159.png,power
705,727,218,223,0,0,0,0,power0957.png,power
753,673,185,179,1429,1033,75,39,power2217.png,power
1064,489,170,169,0,0,0,0,power4479.png,power
994,94,192,166,0,0,0,0,power4807.png,power
496,211,187,204,0,0,0,0,power6340.png,power
521,179,180,176,847,332,272,304,power08088.png,power
859,472,189,149,0,0,0,0,power4928.png,power
931,256,191,177,0,0,0,0,power4964.png,power
1043,507,147,103,1307,573,221,175,power08898.png,power
823,652,216,126,0,0,0,0,power09318.png,power
1376,491,160,184,0,0,0,0,power4055.png,power
1113,506,156,116,1295,600,50,100,power08563.png,power
476,404,139,119,0,0,0,0,power7068.png,power
723,450,220,173,0,0,0,0,power7343.png,power
701,377,134,139,891,463,212,436,power07443.png,power
881,750,202,121,0,0,0,0,power09829.png,power
844,629,121,150,0,0,0,0,power09838.png,power
400,627,142,121,0,0,0,0,power2147.png,power
781,488,128,194,0,0,0,0,power7284.png,power
636,285,177,129,0,0,0,0,power5368.png,power
883,720,255,190,0,0,0,0,power2977.png,power
598,334,137,111,0,0,0,0,power7043.png,power
1040,689,173,125,1296,969,194,66,power5241.png,power
683,229,168,183,0,0,0,0,power6362.png,power
998,677,159,126,0,0,0,0,power5224.png,power
731,312,178,141,1055,387,281,194,power08061.png,power
17,201,262,192,0,0,0,0,power6469.png,power
748,605,160,120,0,0,0,0,power6757.png,power
1086,650,189,176,0,0,0,0,power3674.png,power
831,582,191,153,0,0,0,0,power6391.png,power
1037,762,212,117,0,0,0,0,power09567.png,power
1097,643,186,123,0,0,0,0,power3587.png,power
1230,514,122,120,97,861,52,36,power08377.png,power
826,604,172,87,0,0,0,0,power5318.png,power
878,692,255,207,0,0,0,0,power2969.png,power
764,618,129,207,971,683,268,231,power2725.png,power
499,490,136,114,628,591,329,143,power07600.png,power
570,614,126,164,0,0,0,0,power2047.png,power
764,278,233,196,0,0,0,0,power4873.png,power
745,450,203,164,0,0,0,0,power7345.png,power
663,314,149,113,0,0,0,0,power7035.png,power
735,447,199,143,0,0,0,0,power5359.png,power
906,632,219,161,0,0,0,0,power09599.png,power
247,342,316,317,892,517,145,273,power2432.png,power
1076,764,124,128,0,0,0,0,power09789.png,power
483,76,255,277,0,0,0,0,power6083.png,power
690,455,199,141,1096,577,131,167,power08078.png,power
1468,593,175,146,0,0,0,0,power4328.png,power
-69,119,347,448,0,0,0,0,power2510.png,power
1403,822,141,96,0,0,0,0,power4302.png,power
914,538,158,161,1176,577,107,101,power09347.png,power
1133,523,162,180,1390,637,121,135,power08778.png,power
725,524,231,162,0,0,0,0,power6550.png,power
904,594,231,154,0,0,0,0,power7013.png,power
594,563,136,101,0,0,0,0,power6670.png,power
584,532,237,226,1048,683,120,171,power1559.png,power
588,501,139,105,839,551,48,45,power5683.png,power
633,517,103,117,824,545,177,309,power07568.png,power
786,466,128,127,942,595,345,174,power07531.png,power
698,351,155,115,989,125,102,86,power5586.png,power
856,666,176,160,70,631,141,126,power4673.png,power
667,312,144,115,0,0,0,0,power7036.png,power
1345,637,182,199,0,0,0,0,power4087.png,power
588,579,198,165,1342,1050,107,59,power6853.png,power
1304,513,124,143,1480,625,71,195,power08430.png,power
317,338,216,226,0,0,0,0,power6219.png,power
1319,401,135,234,1463,522,363,190,power08462.png,power
551,410,132,129,843,479,110,97,power07586.png,power
822,647,209,135,0,0,0,0,power09320.png,power
366,578,145,111,0,0,0,0,power2120.png,power
271,261,307,339,865,384,126,246,power2446.png,power
318,336,219,230,0,0,0,0,power6220.png,power
1225,391,142,147,0,0,0,0,power3944.png,power
1322,337,151,188,1508,452,165,193,power08484.png,power
917,455,184,127,0,0,0,0,power5345.png,power
817,508,264,224,1252,584,154,141,power09520.png,power
658,662,165,129,0,0,0,0,power5702.png,power
763,659,146,148,1062,728,77,113,power2011.png,power
523,491,190,199,0,0,0,0,power6929.png,power
1461,507,159,178,0,0,0,0,power4058.png,power
1313,352,178,188,1556,443,72,118,power08839.png,power
688,661,178,114,0,0,0,0,power5715.png,power
832,631,171,161,318,782,192,114,power0146.png,power
385,391,196,199,0,0,0,0,power6207.png,power
769,521,105,125,971,561,71,86,power09638.png,power
693,186,214,229,0,0,0,0,power6375.png,power
620,352,176,145,996,452,109,137,power08222.png,power
763,665,181,177,1441,1033,76,39,power2216.png,power
430,484,263,254,916,594,93,184,power2366.png,power
862,677,244,207,0,0,0,0,power2965.png,power
808,456,120,169,0,0,0,0,power7250.png,power
833,598,166,94,0,0,0,0,power5320.png,power
898,620,191,136,0,0,0,0,power09430.png,power
541,685,161,162,0,0,0,0,power2334.png,power
616,518,223,230,1061,661,114,174,power1571.png,power
863,625,217,156,0,0,0,0,power09313.png,power
797,467,112,159,1179,1060,84,40,power7236.png,power
911,412,230,218,0,0,0,0,power4178.png,power
1048,592,127,146,1225,722,54,241,power08531.png,power
947,599,153,116,0,0,0,0,power09024.png,power
756,295,203,188,0,0,0,0,power07967.png,power
315,324,228,237,0,0,0,0,power6225.png,power
1289,655,145,145,0,0,0,0,power4256.png,power
1315,304,117,159,0,0,0,0,power08405.png,power
921,578,151,139,0,0,0,0,power09018.png,power
677,465,214,163,0,0,0,0,power6562.png,power
1079,636,145,132,732,938,82,37,power3150.png,power
180,316,345,349,853,512,167,288,power2419.png,power
687,560,211,210,0,0,0,0,power4494.png,power
1076,552,200,140,1332,698,82,121,power08789.png,power
965,722,233,166,1523,1037,162,65,power0782.png,power
199,316,443,379,0,0,0,0,power2571.png,power
1317,540,115,169,0,0,0,0,power3696.png,power
1234,363,135,76,84,736,97,43,power08318.png,power
1243,513,191,164,0,0,0,0,power4135.png,power
1188,520,103,111,1367,643,130,214,power09172.png,power
797,525,159,210,1116,686,351,351,power08128.png,power
965,171,226,201,0,0,0,0,power4196.png,power
1119,670,181,168,1336,736,74,85,power3670.png,power
1297,551,207,198,0,0,0,0,power4342.png,power
904,784,229,138,0,0,0,0,power09682.png,power
497,308,217,177,0,0,0,0,power6184.png,power
1127,612,153,176,0,0,0,0,power3681.png,power
1361,412,169,150,0,0,0,0,power4144.png,power
297,269,205,252,0,0,0,0,power6244.png,power
451,248,404,401,1198,385,270,331,power2744.png,power
733,400,169,140,1145,499,172,172,power07452.png,power
666,222,187,160,1070,331,158,155,power08057.png,power
697,553,102,103,820,659,315,140,power07541.png,power
707,195,317,220,0,0,0,0,power6046.png,power
615,216,232,190,0,0,0,0,power6115.png,power
1182,464,151,113,1366,548,59,105,power08567.png,power
571,269,220,172,0,0,0,0,power6162.png,power
707,528,199,182,306,785,195,115,power0044.png,power
529,148,262,187,0,0,0,0,power6536.png,power
628,584,142,168,909,688,68,124,power2039.png,power
510,524,228,174,1308,1060,98,41,power6862.png,power
509,382,320,294,1051,536,303,316,power1624.png,power
671,307,205,157,0,0,0,0,power6129.png,power
727,739,120,128,0,0,0,0,power2313.png,power
554,415,280,299,1115,561,172,224,power1725.png,power
255,297,256,244,0,0,0,0,power6232.png,power
1439,697,110,127,0,0,0,0,power4267.png,power
767,577,185,137,992,692,348,158,power08266.png,power
1232,636,142,142,1070,803,77,39,power3218.png,power
823,711,223,127,1209,791,122,95,power09673.png,power
660,217,257,205,0,0,0,0,power7381.png,power
1166,465,204,214,0,0,0,0,power4028.png,power
760,645,196,122,1098,701,108,100,power09668.png,power
194,346,217,178,0,0,0,0,power6462.png,power
1240,307,234,247,0,0,0,0,power4767.png,power
667,237,200,195,0,0,0,0,power7367.png,power
451,198,164,132,962,128,102,84,power5593.png,power
363,290,198,239,0,0,0,0,power6249.png,power
775,459,190,145,1014,589,339,261,power07515.png,power
711,333,209,174,0,0,0,0,power7395.png,power
727,626,145,149,0,0,0,0,power2020.png,power
852,579,155,96,0,0,0,0,power5326.png,power
708,389,198,151,0,0,0,0,power6974.png,power
955,852,177,153,0,0,0,0,power09695.png,power
915,322,182,156,0,0,0,0,power4973.png,power
759,646,153,131,960,1017,59,30,power2006.png,power
944,697,259,162,0,0,0,0,power09540.png,power
648,493,140,212,0,0,0,0,power7313.png,power
952,674,193,160,1531,1045,160,65,power0929.png,power
1156,284,246,251,0,0,0,0,power4769.png,power
964,865,237,121,0,0,0,0,power09818.png,power
1072,562,177,186,0,0,0,0,power4243.png,power
585,211,252,184,976,418,284,455,power07955.png,power
613,479,152,137,941,588,92,148,power08034.png,power
371,707,158,116,0,0,0,0,power2102.png,power
1470,562,181,198,0,0,0,0,power4067.png,power
711,216,342,292,0,0,0,0,power4784.png,power
1132,557,125,154,0,0,0,0,power4847.png,power
868,508,199,158,0,0,0,0,power5013.png,power
933,828,183,152,0,0,0,0,power09689.png,power
827,372,111,109,1052,436,230,351,power07847.png,power
1255,537,116,177,0,0,0,0,power3689.png,power
789,385,160,132,982,496,350,132,power08160.png,power
242,268,225,247,0,0,0,0,power6241.png,power
550,232,202,149,793,354,425,149,power08043.png,power
358,207,391,353,1723,1065,84,29,power2619.png,power
907,534,197,160,806,969,77,37,power3173.png,power
492,521,166,181,0,0,0,0,power6916.png,power
272,-78,390,410,0,0,0,0,power6093.png,power
928,539,124,145,1125,575,100,94,power09345.png,power
1059,497,147,105,1320,563,212,180,power08900.png,power
1158,659,178,171,1512,1038,135,67,power0750.png,power
1172,696,145,104,1512,1052,159,53,power0386.png,power
1262,344,123,129,126,736,85,41,power08329.png,power
776,653,139,138,1062,708,75,111,power2009.png,power
897,719,243,185,0,0,0,0,power2978.png,power
646,579,209,177,0,0,0,0,power6939.png,power
690,455,262,264,0,0,0,0,power4498.png,power
875,565,213,185,1237,626,132,124,power09196.png,power
946,735,208,111,0,0,0,0,power09444.png,power
784,427,200,188,0,0,0,0,power4989.png,power
675,189,179,198,0,0,0,0,power7370.png,power
700,689,173,167,1386,1046,80,48,power2227.png,power
796,654,167,186,1456,1035,75,37,power2215.png,power
700,429,209,197,0,0,0,0,power7327.png,power
1099,324,142,147,0,0,0,0,power3921.png,power
600,345,108,113,0,0,0,0,power7045.png,power
535,449,127,111,813,422,86,77,power5666.png,power
520,374,142,119,0,0,0,0,power7056.png,power
949,577,107,128,1125,616,82,90,power09414.png,power
711,450,128,172,0,0,0,0,power7260.png,power
495,497,225,261,919,600,129,178,power2362.png,power
517,384,145,120,0,0,0,0,power7057.png,power
504,605,230,169,1634,642,145,86,power5752.png,power
1147,654,179,169,1513,1036,139,65,power0762.png,power
601,199,312,433,0,0,0,0,power2742.png,power
987,652,223,115,0,0,0,0,power09357.png,power
910,524,196,160,810,971,77,38,power3174.png,power
878,625,232,125,208,908,43,36,power09290.png,power
447,549,225,177,0,0,0,0,power6507.png,power
1045,623,142,98,0,0,0,0,power08878.png,power
654,307,153,124,0,0,0,0,power7030.png,power
575,687,234,159,329,784,191,113,power0157.png,power
612,488,164,184,1376,1051,105,57,power6886.png,power
1126,759,168,99,1381,1027,102,70,power0302.png,power
728,441,232,189,0,0,0,0,power5289.png,power
695,281,209,157,0,0,0,0,power6581.png,power
518,284,222,129,964,391,116,148,power07931.png,power
196,317,393,384,964,519,182,279,power2559.png,power
825,298,206,182,0,0,0,0,power4952.png,power
942,735,213,127,0,0,0,0,power09443.png,power
1128,702,156,149,329,791,190,112,power0734.png,power
914,680,207,172,1535,1045,166,66,power0936.png,power
984,554,197,184,0,0,0,0,power4239.png,power
1110,599,168,172,0,0,0,0,power4246.png,power
520,114,201,186,890,274,252,333,power08094.png,power
1148,655,180,168,1516,1037,143,66,power0764.png,power
898,276,252,272,0,0,0,0,power4511.png,power
408,461,222,272,864,592,105,196,power2374.png,power
1085,449,186,192,0,0,0,0,power4404.png,power
754,509,185,147,982,630,359,154,power08237.png,power
533,300,204,161,0,0,0,0,power6143.png,power
768,317,200,228,0,0,0,0,power6290.png,power
962,627,149,146,318,781,191,114,power0143.png,power
551,492,297,266,174,1061,74,36,power1828.png,power
1303,483,171,194,0,0,0,0,power4053.png,power
201,316,387,381,955,514,181,276,power2558.png,power
921,439,141,126,1456,1064,84,31,power07795.png,power
518,283,207,167,0,0,0,0,power6152.png,power
716,291,198,183,0,0,0,0,power7364.png,power
991,586,149,91,0,0,0,0,power08890.png,power
333,592,163,106,0,0,0,0,power2117.png,power
709,273,143,155,1069,342,182,125,power07473.png,power
631,515,316,271,0,0,0,0,power1802.png,power
808,594,181,136,1022,708,350,163,power08247.png,power
1267,685,126,160,1412,721,42,67,power3360.png,power
618,387,306,300,1138,541,331,325,power1632.png,power
653,650,163,130,0,0,0,0,power5701.png,power
1422,676,110,129,0,0,0,0,power4265.png,power
1311,636,190,201,0,0,0,0,power4084.png,power
619,233,205,185,0,0,0,0,power5501.png,power
278,421,367,269,960,616,171,190,power2481.png,power
1219,337,143,152,0,0,0,0,power3940.png,power
1165,591,130,176,0,0,0,0,power3683.png,power
1330,380,86,104,104,736,89,43,power08325.png,power
373,609,132,100,0,0,0,0,power2144.png,power
633,379,301,303,1230,568,155,231,power1638.png,power
1038,469,192,205,0,0,0,0,power4406.png,power
1029,601,136,99,1188,682,47,95,power08555.png,power
612,202,255,183,0,0,0,0,power6539.png,power
624,653,127,89,0,0,0,0,power6630.png,power
549,487,295,270,166,1061,74,37,power1831.png,power
537,119,197,190,905,278,236,346,power08095.png,power
1349,547,200,190,0,0,0,0,power4336.png,power
302,97,327,344,1698,1063,78,33,power2624.png,power
520,436,313,250,1117,599,173,200,power1720.png,power
1191,631,162,193,1410,1020,104,71,power1078.png,power
1259,408,127,179,1466,549,293,256,power08944.png,power
160,320,403,376,944,511,184,274,power2554.png,power
613,500,153,190,0,0,0,0,power6889.png,power
1261,672,143,130,1416,248,119,52,power3352.png,power
1406,651,138,116,0,0,0,0,power3516.png,power
724,672,266,231,0,0,0,0,power4209.png,power
831,639,126,104,1044,767,305,248,power07807.png,power
1292,260,135,163,174,747,75,47,power08342.png,power
748,550,223,175,0,0,0,0,power5001.png,power
822,662,160,115,0,0,0,0,power09391.png,power
1265,576,148,180,0,0,0,0,power3724.png,power
532,276,224,157,801,398,410,177,power07943.png,power
815,368,125,105,1056,446,215,360,power07846.png,power
-18,156,337,408,0,0,0,0,power2500.png,power
1218,443,201,229,0,0,0,0,power4027.png,power
1134,303,138,139,0,0,0,0,power3928.png,power
823,608,174,83,0,0,0,0,power5316.png,power
496,725,133,155,0,0,0,0,power2078.png,power
1110,667,182,169,0,0,0,0,power3671.png,power
531,397,158,108,0,0,0,0,power7088.png,power
575,571,147,164,0,0,0,0,power6906.png,power
630,294,136,147,906,327,305,336,power07491.png,power
547,549,134,163,0,0,0,0,power6901.png,power
819,603,136,118,1058,650,98,91,power09662.png,power
681,602,142,204,0,0,0,0,power2202.png,power
935,532,190,164,794,963,79,38,power3169.png,power
862,754,178,120,0,0,0,0,power6409.png,power
869,443,183,153,0,0,0,0,power4916.png,power
798,461,184,171,0,0,0,0,power6960.png,power
1483,672,140,137,0,0,0,0,power3511.png,power
1266,626,123,181,355,800,185,110,power1075.png,power
663,592,152,164,0,0,0,0,power2029.png,power
847,641,168,138,0,0,0,0,power09324.png,power
797,439,165,145,1003,577,361,212,power07525.png,power
378,430,291,311,949,612,154,242,power2386.png,power
1344,458,152,155,932,961,73,35,power3201.png,power
951,682,164,153,0,0,0,0,power4388.png,power
894,579,129,207,1147,731,211,377,power08197.png,power
1460,566,178,201,0,0,0,0,power4068.png,power
1035,674,168,127,0,0,0,0,power5244.png,power
923,339,174,155,0,0,0,0,power4979.png,power
505,361,135,115,0,0,0,0,power7051.png,power
849,586,113,162,1056,641,41,35,power09849.png,power
1074,504,169,167,1270,642,435,202,power08456.png,power
1478,597,194,189,0,0,0,0,power4109.png,power
826,368,202,168,0,0,0,0,power4949.png,power
878,701,187,188,0,0,0,0,power4414.png,power
1043,737,168,155,1350,759,113,100,power09480.png,power
262,130,269,195,0,0,0,0,power6524.png,power
610,337,186,151,996,423,167,141,power08082.png,power
571,506,124,95,777,626,272,241,power07607.png,power
632,580,158,160,882,670,187,176,power2034.png,power
563,314,159,120,0,0,0,0,power5949.png,power
554,127,194,192,919,289,211,362,power08096.png,power
960,693,191,131,0,0,0,0,power09450.png,power
873,499,199,162,0,0,0,0,power5014.png,power
138,260,314,313,725,359,171,226,power2489.png,power
790,702,211,218,0,0,0,0,power0952.png,power
325,170,376,359,1714,1065,83,30,power2621.png,power
739,212,330,284,0,0,0,0,power4786.png,power
748,699,188,142,0,0,0,0,power5264.png,power
958,582,228,203,0,0,0,0,power4035.png,power
561,650,149,150,782,684,170,203,power2193.png,power
1308,536,117,173,0,0,0,0,power3695.png,power
1428,343,149,151,0,0,0,0,power4156.png,power
919,428,139,134,1446,1064,82,32,power07793.png,power
730,453,184,152,958,594,366,224,power07458.png,power
681,240,182,152,1079,339,167,151,power08058.png,power
544,279,219,158,966,417,88,139,power07942.png,power
640,491,318,268,0,0,0,0,power1783.png,power
561,173,220,157,851,288,423,160,power08050.png,power
824,361,135,257,1077,555,258,418,power08108.png,power
622,411,295,329,0,0,0,0,power1763.png,power
830,613,103,148,0,0,0,0,power09842.png,power
723,557,226,189,0,0,0,0,power6950.png,power
780,730,146,89,0,0,0,0,power6615.png,power
1047,568,173,178,0,0,0,0,power4393.png,power
703,450,137,173,0,0,0,0,power7261.png,power
612,627,210,158,331,784,190,114,power0160.png,power
859,470,186,145,0,0,0,0,power4926.png,power
1371,463,110,95,54,761,95,35,power09159.png,power
900,508,147,158,1142,656,150,267,power09013.png,power
924,412,227,210,0,0,0,0,power4180.png,power
796,611,157,126,1063,658,97,91,power09663.png,power
454,386,160,105,0,0,0,0,power7116.png,power
848,756,185,175,0,0,0,0,power4417.png,power
512,279,218,166,0,0,0,0,power6155.png,power
260,184,293,382,796,291,164,257,power2458.png,power
607,351,188,140,874,452,372,135,power08225.png,power
598,594,140,173,818,672,187,142,power2042.png,power
695,516,251,228,0,0,0,0,power4228.png,power
485,182,236,262,825,261,300,340,power2594.png,power
1285,323,186,152,1542,447,74,144,power08479.png,power
627,517,318,267,0,0,0,0,power1803.png,power
910,560,169,113,1157,696,262,307,power07838.png,power
-38,154,275,200,0,0,0,0,power6471.png,power
1327,449,91,129,1425,556,318,194,power08597.png,power
709,444,180,208,0,0,0,0,power7319.png,power
1302,242,142,164,238,885,83,39,power08349.png,power
1312,454,174,155,0,0,0,0,power4140.png,power
919,266,192,171,0,0,0,0,power4965.png,power
613,351,182,141,997,450,109,138,power08223.png,power
871,434,184,163,0,0,0,0,power4906.png,power
1228,587,184,166,0,0,0,0,power4361.png,power
493,373,173,107,0,0,0,0,power7106.png,power
749,541,141,108,998,578,88,87,power09649.png,power
477,407,140,121,0,0,0,0,power7067.png,power
869,682,245,209,0,0,0,0,power2966.png,power
292,332,289,343,899,469,109,235,power2439.png,power
1145,446,196,208,0,0,0,0,power4438.png,power
247,374,328,351,895,577,170,273,power2396.png,power
281,287,400,378,0,0,0,0,power2574.png,power
923,672,117,120,1151,748,193,384,power08199.png,power
876,487,191,145,0,0,0,0,power7007.png,power
346,291,333,332,1004,455,146,241,power2464.png,power
584,436,261,269,1076,539,156,215,power1614.png,power
768,382,168,128,0,0,0,0,power7023.png,power
501,248,163,123,0,0,0,0,power5961.png,power
1046,344,208,215,0,0,0,0,power4170.png,power
785,654,177,140,0,0,0,0,power5266.png,power
1411,495,158,184,0,0,0,0,power4056.png,power
153,309,341,387,832,503,167,290,power2423.png,power
625,156,131,252,880,306,282,345,power07482.png,power
671,491,301,269,0,0,0,0,power1785.png,power
673,306,207,155,0,0,0,0,power6128.png,power
626,92,281,257,0,0,0,0,power6056.png,power
1013,581,198,205,0,0,0,0,power4427.png,power
699,447,197,143,965,569,360,209,power07464.png,power
333,21,344,356,0,0,0,0,power6108.png,power
463,494,253,254,935,598,86,178,power2363.png,power
307,70,303,333,0,0,0,0,power2626.png,power
607,533,153,123,0,0,0,0,power6693.png,power
455,509,219,199,0,0,0,0,power6496.png,power
622,572,103,112,815,622,113,299,power07558.png,power
933,572,112,131,1118,614,80,91,power09413.png,power
969,764,254,125,0,0,0,0,power09551.png,power
694,315,222,178,0,0,0,0,power7394.png,power
1148,602,139,177,1315,656,54,83,power3682.png,power
857,460,185,150,0,0,0,0,power4921.png,power
523,254,217,161,780,385,424,165,power07946.png,power
1035,718,171,127,0,0,0,0,power09464.png,power
1306,258,139,160,175,751,75,48,power08344.png,power
1234,360,124,163,1363,474,174,206,power08403.png,power
599,670,222,163,330,784,191,113,power0158.png,power
318,276,380,368,0,0,0,0,power2575.png,power
1308,609,199,214,0,0,0,0,power4075.png,power
594,529,230,228,1050,681,113,170,power1568.png,power
855,510,251,211,1296,585,172,151,power09524.png,power
699,435,196,208,0,0,0,0,power7321.png,power
655,306,151,120,0,0,0,0,power7031.png,power
1132,454,202,220,0,0,0,0,power4436.png,power
-80,150,321,492,0,0,0,0,power2521.png,power
544,554,222,172,0,0,0,0,power6857.png,power
867,345,182,159,0,0,0,0,power5282.png,power
640,499,315,266,0,0,0,0,power1788.png,power
1125,667,183,161,1523,1037,160,66,power0772.png,power
494,499,146,100,803,573,99,85,power07603.png,power
1257,561,200,203,0,0,0,0,power4346.png,power
601,527,232,166,0,0,0,0,power5765.png,power
1210,748,127,94,1494,1043,139,66,power0087.png,power
779,465,124,173,0,0,0,0,power7253.png,power
843,571,245,116,0,0,0,0,power7016.png,power
821,354,135,139,1174,407,211,119,power07500.png,power
701,384,116,118,896,453,124,414,power07433.png,power
645,468,141,93,894,574,215,299,power07613.png,power
762,406,157,116,1093,510,85,136,power07890.png,power
542,18,238,264,0,0,0,0,power6023.png,power
936,836,189,164,0,0,0,0,power09691.png,power
1393,357,179,146,0,0,0,0,power4150.png,power
477,328,172,138,0,0,0,0,power7137.png,power
543,123,278,266,0,0,0,0,power6111.png,power
568,46,234,248,0,0,0,0,power6021.png,power
943,675,198,158,1532,1045,162,65,power0930.png,power
983,680,174,156,1530,1044,159,66,power0925.png,power
1190,672,144,107,1382,1027,102,70,power0400.png,power
1165,786,158,112,1514,1052,171,54,power0286.png,power
660,304,150,122,0,0,0,0,power7032.png,power
994,710,227,163,1523,1037,161,66,power0779.png,power
873,219,252,237,0,0,0,0,power4793.png,power
1074,340,200,207,0,0,0,0,power4169.png,power
500,619,204,178,0,0,0,0,power6502.png,power
798,449,163,150,993,587,352,237,power07511.png,power
451,250,197,155,776,412,217,333,power07728.png,power
770,451,202,149,1027,580,341,264,power07518.png,power
755,321,241,238,0,0,0,0,power6298.png,power
807,572,151,180,0,0,0,0,power09854.png,power
470,372,319,302,0,0,0,0,power2642.png,power
305,65,290,329,0,0,0,0,power2628.png,power
767,677,183,141,0,0,0,0,power5265.png,power
694,495,172,125,888,611,327,207,power07900.png,power
986,609,199,198,0,0,0,0,power4426.png,power
667,113,312,251,0,0,0,0,power6034.png,power
1196,480,205,203,0,0,0,0,power4453.png,power
876,645,124,151,1114,785,183,320,power08204.png,power
641,557,90,119,807,592,136,298,power07560.png,power
1013,765,153,134,0,0,0,0,power09791.png,power
980,609,165,136,1196,750,81,123,power08391.png,power
1278,903,144,100,0,0,0,0,power4310.png,power
410,465,249,290,907,614,124,213,power2379.png,power
470,399,142,121,0,0,0,0,power7069.png,power
681,328,194,141,0,0,0,0,power6575.png,power
412,193,316,347,0,0,0,0,power2582.png,power
1128,732,114,80,0,0,0,0,power09742.png,power
613,373,279,282,0,0,0,0,power4224.png,power
842,510,116,147,1060,592,50,71,power09633.png,power
884,583,206,161,1232,619,132,123,power09202.png,power
671,452,253,260,0,0,0,0,power4226.png,power
1226,555,134,184,0,0,0,0,power3731.png,power
1127,390,149,188,85,792,94,32,power08284.png,power
973,677,181,159,1531,1044,160,66,power0927.png,power
994,751,154,128,0,0,0,0,power09803.png,power
1259,429,204,232,0,0,0,0,power4026.png,power
493,375,166,114,0,0,0,0,power7109.png,power
1055,261,257,262,0,0,0,0,power4772.png,power
826,451,169,159,0,0,0,0,power5335.png,power
