hand_min_x,hand_min_y,hand_width,hand_height,handedness,picture_name,grasp
1228,694,210,249,right,frame_9694.jpg,none
1279,803,211,277,right,frame_9393.jpg,none
957,696,281,167,right,frame_9456.jpg,none
1190,637,208,220,right,frame_10201.jpg,none
1306,663,175,269,right,frame_9746.jpg,none
1210,452,139,193,right,frame_8941.jpg,none
1217,462,136,189,right,frame_8938.jpg,none
1411,425,194,228,right,frame_6079.jpg,none
1374,864,160,187,right,frame_10557.jpg,none
1286,702,246,282,right,frame_10754.jpg,none
1114,543,158,195,right,frame_9553.jpg,none
1274,731,173,280,right,frame_10327.jpg,none
1191,708,203,207,right,frame_10253.jpg,none
1240,643,163,269,right,frame_8970.jpg,none
1200,646,202,243,right,frame_10222.jpg,none
1176,593,184,246,right,frame_9662.jpg,none
828,683,259,205,right,frame_9537.jpg,none
1209,512,235,150,right,frame_7134.jpg,none
1147,565,198,249,right,frame_10155.jpg,none
1422,62,246,299,right,frame_10969.jpg,none
1208,560,151,199,right,frame_9559.jpg,none
1474,460,223,344,right,frame_10907.jpg,none
1577,808,271,272,right,frame_10803.jpg,none
1520,95,239,317,right,frame_10920.jpg,none
1198,705,215,207,right,frame_9676.jpg,none
1485,808,281,257,right,frame_11528.jpg,none
985,608,189,276,right,frame_4395.jpg,none
1172,629,207,163,right,frame_3380.jpg,none
1199,671,220,225,right,frame_10235.jpg,none
1366,687,249,272,right,frame_10762.jpg,none
1205,658,209,228,right,frame_10230.jpg,none
1018,574,234,286,right,frame_4433.jpg,none
1477,873,256,180,right,frame_11150.jpg,none
1263,734,175,279,right,frame_10325.jpg,none
1029,622,200,157,right,frame_9375.jpg,none
1213,499,182,223,right,frame_9501.jpg,none
1255,657,126,198,right,frame_8916.jpg,none
1205,650,217,172,right,frame_3378.jpg,none
1140,630,139,251,right,frame_4373.jpg,none
1357,774,249,177,right,frame_11121.jpg,none
1112,576,181,193,right,frame_9575.jpg,none
1020,678,171,98,right,frame_9361.jpg,none
1448,706,267,309,right,frame_10772.jpg,none
1366,530,193,197,right,frame_6086.jpg,none
1085,635,188,174,right,frame_9379.jpg,none
1184,601,200,250,right,frame_10182.jpg,none
1056,583,161,275,right,frame_4377.jpg,none
1297,472,222,340,right,frame_9631.jpg,none
1035,631,203,268,right,frame_4446.jpg,none
1349,430,237,164,right,frame_3412.jpg,none
1048,570,205,203,right,frame_9605.jpg,none
1087,794,223,286,right,frame_9649.jpg,none
1206,673,217,244,right,frame_10239.jpg,none
1022,604,212,280,right,frame_4459.jpg,none
959,707,286,190,right,frame_9474.jpg,none
1460,124,244,313,right,frame_10934.jpg,none
964,699,289,190,right,frame_9460.jpg,none
1462,131,245,310,right,frame_10933.jpg,none
1514,836,270,237,right,frame_11544.jpg,none
950,702,290,170,right,frame_9480.jpg,none
1401,685,248,281,right,frame_10765.jpg,none
1028,623,208,279,right,frame_4449.jpg,none
1283,843,146,183,right,frame_10551.jpg,none
822,697,274,219,right,frame_9533.jpg,none
1426,64,251,297,right,frame_10966.jpg,none
1131,491,156,193,right,frame_9440.jpg,none
1036,630,205,273,right,frame_4445.jpg,none
1251,747,227,248,right,frame_9706.jpg,none
1229,471,112,177,right,frame_8950.jpg,none
1253,637,127,199,right,frame_8917.jpg,none
1522,841,277,239,right,frame_11547.jpg,none
1029,576,203,273,right,frame_2786.jpg,none
959,709,288,203,right,frame_9471.jpg,none
1255,679,125,202,right,frame_8915.jpg,none
1230,429,195,185,right,frame_3404.jpg,none
1003,589,231,275,right,frame_4428.jpg,none
1122,583,179,185,right,frame_9580.jpg,none
1058,578,207,206,right,frame_9602.jpg,none
1418,71,244,330,right,frame_10978.jpg,none
1186,813,303,235,right,frame_9789.jpg,none
1476,807,288,256,right,frame_11527.jpg,none
1241,779,153,297,right,frame_8974.jpg,none
1461,134,245,306,right,frame_10932.jpg,none
1179,608,209,255,right,frame_10193.jpg,none
1060,523,184,253,right,frame_2788.jpg,none
1120,574,228,234,right,frame_10150.jpg,none
978,598,239,271,right,frame_4426.jpg,none
1516,771,262,297,right,frame_10790.jpg,none
1249,588,127,192,right,frame_8920.jpg,none
1540,58,285,381,right,frame_10915.jpg,none
1204,677,226,268,right,frame_10737.jpg,none
1423,65,243,304,right,frame_10973.jpg,none
1391,811,259,180,right,frame_11130.jpg,none
1438,73,245,292,right,frame_10956.jpg,none
976,654,277,164,right,frame_9451.jpg,none
1490,102,258,314,right,frame_10923.jpg,none
1306,660,173,273,right,frame_9745.jpg,none
1195,800,214,280,right,frame_9645.jpg,none
1455,383,435,293,right,frame_1401.jpg,none
1384,441,241,153,right,frame_3414.jpg,none
1020,617,188,150,right,frame_9371.jpg,none
1168,786,320,246,right,frame_9787.jpg,none
1231,498,118,194,right,frame_8927.jpg,none
1302,721,229,359,right,frame_9639.jpg,none
1105,573,178,186,right,frame_9582.jpg,none
1563,504,283,156,right,frame_3426.jpg,none
1126,567,155,146,right,frame_3389.jpg,none
1002,642,194,135,right,frame_9366.jpg,none
1207,705,224,243,right,frame_9779.jpg,none
1026,616,206,275,right,frame_4453.jpg,none
1059,572,197,206,right,frame_9604.jpg,none
1055,571,203,194,right,frame_9611.jpg,none
1526,777,268,301,right,frame_10792.jpg,none
1299,281,299,265,right,frame_1676.jpg,none
1450,729,264,292,right,frame_10777.jpg,none
1173,776,306,236,right,frame_9786.jpg,none
1024,674,167,105,right,frame_9360.jpg,none
1281,765,221,315,right,frame_9391.jpg,none
1235,369,222,322,right,frame_9623.jpg,none
1105,572,208,211,right,frame_9570.jpg,none
873,636,186,226,right,frame_3564.jpg,none
1168,537,138,204,right,frame_9556.jpg,none
1367,714,285,281,right,frame_4762.jpg,none
1224,461,115,173,right,frame_8961.jpg,none
1179,601,202,249,right,frame_10181.jpg,none
1032,593,166,238,right,frame_217.jpg,none
1023,608,210,276,right,frame_4457.jpg,none
1234,596,164,284,right,frame_8969.jpg,none
1144,679,146,232,right,frame_2731.jpg,none
1198,608,193,248,right,frame_10190.jpg,none
1435,59,216,316,right,frame_10976.jpg,none
1027,622,206,276,right,frame_4451.jpg,none
1351,731,256,227,right,frame_11492.jpg,none
1104,573,193,199,right,frame_9573.jpg,none
1089,443,161,216,right,frame_2795.jpg,none
1312,699,208,280,right,frame_9715.jpg,none
1217,467,134,188,right,frame_8936.jpg,none
1188,825,277,234,right,frame_9791.jpg,none
1351,601,191,200,right,frame_6089.jpg,none
1435,307,253,220,right,frame_4776.jpg,none
1152,678,143,205,right,frame_4369.jpg,none
1160,442,143,222,right,frame_9438.jpg,none
1038,630,194,256,right,frame_4447.jpg,none
1303,525,228,361,right,frame_9633.jpg,none
1092,481,146,251,right,frame_9428.jpg,none
1343,733,236,173,right,frame_11113.jpg,none
1137,804,212,276,right,frame_9647.jpg,none
1414,691,247,282,right,frame_10766.jpg,none
1418,84,241,328,right,frame_10979.jpg,none
1255,731,135,202,right,frame_8913.jpg,none
1527,80,244,329,right,frame_10919.jpg,none
1080,434,177,240,right,frame_2793.jpg,none
1354,758,177,319,right,frame_10635.jpg,none
1148,631,183,233,right,frame_9382.jpg,none
1140,609,187,144,right,frame_3383.jpg,none
1157,617,198,162,right,frame_3381.jpg,none
1048,539,183,271,right,frame_2787.jpg,none
858,693,268,245,right,frame_9530.jpg,none
963,710,284,183,right,frame_9475.jpg,none
1545,84,279,389,right,frame_10914.jpg,none
1214,606,191,247,right,frame_10187.jpg,none
1459,460,255,162,right,frame_3419.jpg,none
1196,685,216,230,right,frame_10249.jpg,none
956,710,285,166,right,frame_9478.jpg,none
1436,70,237,282,right,frame_10961.jpg,none
1027,615,203,275,right,frame_4454.jpg,none
1299,500,224,349,right,frame_9632.jpg,none
1343,747,244,175,right,frame_11116.jpg,none
1035,575,175,243,right,frame_218.jpg,none
1276,747,224,333,right,frame_9390.jpg,none
1347,621,187,200,right,frame_6090.jpg,none
1065,499,189,242,right,frame_2789.jpg,none
1146,566,194,220,right,frame_9567.jpg,none
1430,772,252,250,right,frame_11513.jpg,none
1283,390,210,321,right,frame_9626.jpg,none
1310,665,178,264,right,frame_9748.jpg,none
986,623,201,277,right,frame_4411.jpg,none
1316,678,186,288,right,frame_9721.jpg,none
1450,834,131,232,right,frame_9276.jpg,none
1131,619,231,270,right,frame_7174.jpg,none
1431,300,256,216,right,frame_4777.jpg,none
1197,667,223,228,right,frame_10234.jpg,none
1147,627,169,223,right,frame_9660.jpg,none
1127,682,181,211,right,frame_9658.jpg,none
210,592,322,118,right,frame_10612.jpg,none
966,709,296,214,right,frame_9467.jpg,none
1220,485,119,181,right,frame_8931.jpg,none
1022,580,236,281,right,frame_4431.jpg,none
1451,118,247,301,right,frame_10940.jpg,none
1235,705,286,282,right,frame_10991.jpg,none
1048,556,107,223,right,frame_9425.jpg,none
1290,432,226,336,right,frame_9629.jpg,none
1066,760,229,287,right,frame_9654.jpg,none
1213,691,206,220,right,frame_10248.jpg,none
1450,118,245,307,right,frame_10937.jpg,none
979,612,204,275,right,frame_4419.jpg,none
1273,493,157,234,right,frame_9508.jpg,none
876,657,183,225,right,frame_3565.jpg,none
1502,765,262,310,right,frame_10788.jpg,none
1361,719,260,257,right,frame_11495.jpg,none
974,610,210,277,right,frame_4420.jpg,none
1026,610,205,273,right,frame_4456.jpg,none
1211,734,222,185,right,frame_9681.jpg,none
1448,75,242,295,right,frame_10955.jpg,none
1442,70,225,284,right,frame_10962.jpg,none
1247,836,197,235,right,frame_10343.jpg,none
1366,781,248,184,right,frame_11123.jpg,none
1223,481,117,195,right,frame_8930.jpg,none
1224,794,216,286,right,frame_9644.jpg,none
1178,761,298,245,right,frame_9785.jpg,none
1205,670,214,225,right,frame_10233.jpg,none
1102,574,215,221,right,frame_9589.jpg,none
1205,641,196,246,right,frame_10225.jpg,none
1403,875,164,191,right,frame_10559.jpg,none
1243,738,227,239,right,frame_9702.jpg,none
1525,46,291,373,right,frame_10916.jpg,none
1147,544,141,196,right,frame_9555.jpg,none
1311,677,186,279,right,frame_9724.jpg,none
1207,486,132,180,right,frame_8932.jpg,none
1229,684,218,259,right,frame_10740.jpg,none
1213,455,137,192,right,frame_8940.jpg,none
1037,580,176,232,right,frame_219.jpg,none
1204,721,235,246,right,frame_9781.jpg,none
1402,745,258,251,right,frame_11504.jpg,none
1188,636,218,253,right,frame_10217.jpg,none
1402,811,237,269,right,frame_10854.jpg,none
1301,672,190,287,right,frame_9726.jpg,none
1516,831,282,240,right,frame_11541.jpg,none
1434,427,179,236,right,frame_6076.jpg,none
1483,813,286,251,right,frame_11530.jpg,none
1102,780,244,300,right,frame_7180.jpg,none
1469,835,159,240,right,frame_10604.jpg,none
1485,273,270,359,right,frame_10910.jpg,none
1075,828,160,157,right,frame_209.jpg,none
1295,665,181,271,right,frame_9761.jpg,none
1177,595,194,234,right,frame_10170.jpg,none
1478,754,268,300,right,frame_10784.jpg,none
1270,667,182,253,right,frame_9764.jpg,none
1181,644,225,229,right,frame_10209.jpg,none
908,698,147,266,right,frame_9421.jpg,none
1315,419,231,176,right,frame_3410.jpg,none
1384,527,312,290,right,frame_4767.jpg,none
964,576,192,263,right,frame_4383.jpg,none
1271,733,171,277,right,frame_10326.jpg,none
1288,417,226,331,right,frame_9628.jpg,none
1486,757,269,297,right,frame_10785.jpg,none
1267,709,223,334,right,frame_9388.jpg,none
1475,130,239,302,right,frame_10928.jpg,none
1385,800,246,182,right,frame_11127.jpg,none
1228,782,176,296,right,frame_10319.jpg,none
1098,578,198,212,right,frame_9594.jpg,none
1380,721,130,250,right,frame_9280.jpg,none
1531,774,268,305,right,frame_10793.jpg,none
1203,823,162,257,right,frame_10316.jpg,none
1065,639,196,159,right,frame_9378.jpg,none
1113,584,248,234,right,frame_10143.jpg,none
1446,719,269,295,right,frame_10775.jpg,none
1215,687,208,233,right,frame_10241.jpg,none
980,613,202,278,right,frame_4418.jpg,none
1214,459,128,184,right,frame_8945.jpg,none
1454,853,264,200,right,frame_11145.jpg,none
1278,659,179,267,right,frame_9736.jpg,none
1317,771,285,183,right,frame_11484.jpg,none
1247,745,231,251,right,frame_9705.jpg,none
905,690,273,264,right,frame_9527.jpg,none
1218,379,224,313,right,frame_9622.jpg,none
1002,547,172,183,right,frame_9547.jpg,none
1106,581,192,180,right,frame_9576.jpg,none
1244,586,307,197,right,frame_7138.jpg,none
1253,672,167,240,right,frame_9768.jpg,none
1235,857,140,223,right,frame_8976.jpg,none
1437,769,243,246,right,frame_11512.jpg,none
1030,616,188,155,right,frame_9374.jpg,none
1035,579,165,268,right,frame_4378.jpg,none
1028,612,203,275,right,frame_4455.jpg,none
985,623,199,280,right,frame_4412.jpg,none
1264,741,221,250,right,frame_9708.jpg,none
1249,708,268,208,right,frame_3374.jpg,none
1261,838,202,242,right,frame_9395.jpg,none
1222,508,164,222,right,frame_9512.jpg,none
1527,841,269,238,right,frame_11549.jpg,none
968,701,301,209,right,frame_9464.jpg,none
1111,668,254,313,right,frame_7177.jpg,none
1377,448,264,316,right,frame_10986.jpg,none
1437,74,246,289,right,frame_10958.jpg,none
1130,547,163,149,right,frame_3392.jpg,none
1281,632,326,230,right,frame_7140.jpg,none
984,615,197,281,right,frame_4416.jpg,none
956,705,287,172,right,frame_9479.jpg,none
1333,425,230,166,right,frame_3411.jpg,none
849,679,246,181,right,frame_9539.jpg,none
1107,705,202,223,right,frame_9657.jpg,none
1241,672,172,240,right,frame_9769.jpg,none
1327,700,273,238,right,frame_7147.jpg,none
1240,546,124,193,right,frame_8923.jpg,none
1309,666,189,283,right,frame_9758.jpg,none
1489,819,293,249,right,frame_11532.jpg,none
1210,541,167,209,right,frame_9514.jpg,none
894,732,176,197,right,frame_3567.jpg,none
1179,643,230,236,right,frame_10211.jpg,none
1431,769,181,311,right,frame_10629.jpg,none
1359,688,243,268,right,frame_10761.jpg,none
1175,592,184,246,right,frame_10173.jpg,none
1441,697,248,286,right,frame_10769.jpg,none
988,621,198,281,right,frame_4410.jpg,none
1055,556,185,212,right,frame_9606.jpg,none
1113,567,183,200,right,frame_9585.jpg,none
1245,773,168,293,right,frame_10320.jpg,none
1078,507,129,229,right,frame_9427.jpg,none
1460,748,271,296,right,frame_10781.jpg,none
1229,486,130,205,right,frame_8964.jpg,none
960,707,285,199,right,frame_9472.jpg,none
1401,256,264,331,right,frame_10983.jpg,none
1212,450,131,192,right,frame_8943.jpg,none
938,598,250,192,right,frame_9492.jpg,none
1290,656,175,278,right,frame_9741.jpg,none
1534,842,267,238,right,frame_11548.jpg,none
1257,740,176,297,right,frame_10323.jpg,none
1216,449,119,162,right,frame_8957.jpg,none
1284,617,279,304,right,frame_10989.jpg,none
1344,752,191,328,right,frame_10638.jpg,none
1379,723,251,254,right,frame_11497.jpg,none
1520,776,266,304,right,frame_10791.jpg,none
1223,467,121,180,right,frame_8949.jpg,none
1075,576,199,180,right,frame_9613.jpg,none
904,591,222,201,right,frame_9543.jpg,none
1046,558,196,210,right,frame_9607.jpg,none
1276,667,186,252,right,frame_9763.jpg,none
1053,742,150,166,right,frame_212.jpg,none
1392,829,119,127,right,frame_10856.jpg,none
1131,578,210,237,right,frame_10153.jpg,none
1314,565,282,291,right,frame_10988.jpg,none
1350,714,234,165,right,frame_11102.jpg,none
1312,589,231,362,right,frame_9635.jpg,none
1494,109,249,306,right,frame_10924.jpg,none
1436,341,272,221,right,frame_4774.jpg,none
1130,574,200,196,right,frame_9568.jpg,none
1022,573,236,283,right,frame_4432.jpg,none
1219,452,119,165,right,frame_8958.jpg,none
963,687,275,166,right,frame_9454.jpg,none
1417,762,190,318,right,frame_10630.jpg,none
1353,748,250,199,right,frame_11490.jpg,none
1225,673,178,241,right,frame_9771.jpg,none
1218,470,122,185,right,frame_8935.jpg,none
1213,664,234,189,right,frame_3377.jpg,none
1406,190,255,348,right,frame_10982.jpg,none
1221,462,120,176,right,frame_8946.jpg,none
1081,592,151,277,right,frame_4376.jpg,none
1129,534,168,146,right,frame_3393.jpg,none
1376,797,250,179,right,frame_11126.jpg,none
1186,708,230,203,right,frame_9674.jpg,none
1191,630,208,230,right,frame_10203.jpg,none
1290,761,198,253,right,frame_10331.jpg,none
1326,848,135,206,right,frame_10553.jpg,none
1263,492,157,232,right,frame_9507.jpg,none
1288,404,218,326,right,frame_9627.jpg,none
1278,664,187,277,right,frame_9732.jpg,none
1149,615,192,150,right,frame_3382.jpg,none
1412,824,248,183,right,frame_11134.jpg,none
1152,636,237,238,right,frame_7170.jpg,none
1242,743,155,298,right,frame_8973.jpg,none
1275,737,222,253,right,frame_9709.jpg,none
1013,588,229,271,right,frame_4429.jpg,none
1394,497,302,273,right,frame_4768.jpg,none
1337,727,244,164,right,frame_11110.jpg,none
1341,711,299,241,right,frame_7144.jpg,none
1606,512,272,163,right,frame_3428.jpg,none
1427,60,228,323,right,frame_10977.jpg,none
1111,584,192,193,right,frame_9579.jpg,none
1426,692,248,287,right,frame_10767.jpg,none
1313,682,204,291,right,frame_9719.jpg,none
1217,684,185,227,right,frame_9772.jpg,none
1557,117,258,396,right,frame_10913.jpg,none
1478,329,232,368,right,frame_10909.jpg,none
1186,740,278,250,right,frame_9783.jpg,none
901,667,293,158,right,frame_9487.jpg,none
1211,634,197,256,right,frame_10228.jpg,none
1196,672,223,232,right,frame_10236.jpg,none
1037,620,213,284,right,frame_4440.jpg,none
1342,714,287,240,right,frame_7145.jpg,none
1207,701,218,221,right,frame_9777.jpg,none
1457,737,261,301,right,frame_10779.jpg,none
1399,747,250,241,right,frame_11501.jpg,none
1258,666,278,291,right,frame_10990.jpg,none
1212,642,197,230,right,frame_9668.jpg,none
1278,661,185,273,right,frame_9734.jpg,none
1090,578,226,211,right,frame_9591.jpg,none
1451,734,267,294,right,frame_10778.jpg,none
993,610,190,273,right,frame_4399.jpg,none
1314,666,184,277,right,frame_9756.jpg,none
1440,74,238,287,right,frame_10959.jpg,none
1097,458,159,207,right,frame_2796.jpg,none
1117,467,140,209,right,frame_9430.jpg,none
1134,740,145,231,right,frame_2727.jpg,none
1192,643,197,276,right,frame_9384.jpg,none
1533,786,277,294,right,frame_10794.jpg,none
1077,440,183,246,right,frame_2792.jpg,none
1494,892,274,188,right,frame_11156.jpg,none
1295,657,177,271,right,frame_9743.jpg,none
1234,715,224,240,right,frame_9698.jpg,none
1515,923,273,157,right,frame_11170.jpg,none
1204,476,134,182,right,frame_8934.jpg,none
1120,574,225,226,right,frame_10151.jpg,none
212,615,333,124,right,frame_10613.jpg,none
967,609,241,263,right,frame_4425.jpg,none
1405,749,257,253,right,frame_11505.jpg,none
1349,715,240,159,right,frame_11104.jpg,none
1214,452,119,165,right,frame_8956.jpg,none
1432,767,245,234,right,frame_11511.jpg,none
1337,707,279,241,right,frame_7146.jpg,none
1192,468,150,170,right,frame_8948.jpg,none
1430,70,253,299,right,frame_10957.jpg,none
1027,585,206,292,right,frame_4436.jpg,none
1018,578,167,267,right,frame_4379.jpg,none
1385,473,201,217,right,frame_6083.jpg,none
1342,325,302,314,right,frame_1678.jpg,none
1196,735,236,188,right,frame_9685.jpg,none
958,712,288,170,right,frame_9477.jpg,none
1211,644,194,248,right,frame_10219.jpg,none
1452,849,250,200,right,frame_11144.jpg,none
1487,822,298,248,right,frame_11533.jpg,none
1210,482,128,178,right,frame_8933.jpg,none
1519,834,277,246,right,frame_11542.jpg,none
1371,786,253,188,right,frame_11124.jpg,none
1130,701,158,237,right,frame_2729.jpg,none
1437,117,250,288,right,frame_10944.jpg,none
1443,846,258,200,right,frame_11142.jpg,none
1154,432,125,229,right,frame_9436.jpg,none
1543,221,253,373,right,frame_10911.jpg,none
1508,909,259,170,right,frame_11165.jpg,none
867,512,201,292,right,frame_3559.jpg,none
1351,810,220,270,right,frame_10900.jpg,none
1300,770,194,258,right,frame_10336.jpg,none
1166,801,211,279,right,frame_9646.jpg,none
1214,456,139,195,right,frame_8939.jpg,none
1123,574,223,231,right,frame_10152.jpg,none
1484,120,252,303,right,frame_10925.jpg,none
1209,680,227,263,right,frame_10738.jpg,none
1173,600,204,252,right,frame_10180.jpg,none
921,689,274,266,right,frame_9526.jpg,none
1408,552,350,374,right,frame_1681.jpg,none
1216,472,123,166,right,frame_8951.jpg,none
1185,705,220,208,right,frame_10251.jpg,none
1216,686,184,225,right,frame_9773.jpg,none
1504,774,270,293,right,frame_10789.jpg,none
1453,786,273,261,right,frame_11520.jpg,none
1306,654,311,240,right,frame_7141.jpg,none
1063,584,179,202,right,frame_222.jpg,none
1296,668,184,277,right,frame_9728.jpg,none
1183,698,219,203,right,frame_10250.jpg,none
1436,772,259,262,right,frame_11515.jpg,none
1033,684,180,112,right,frame_9357.jpg,none
1025,598,206,282,right,frame_4437.jpg,none
1025,617,209,280,right,frame_4452.jpg,none
1389,819,235,261,right,frame_10855.jpg,none
1180,488,234,144,right,frame_7132.jpg,none
1352,713,223,163,right,frame_11101.jpg,none
1266,609,308,208,right,frame_7139.jpg,none
1184,636,225,230,right,frame_10206.jpg,none
1222,568,159,201,right,frame_9562.jpg,none
1401,815,254,185,right,frame_11132.jpg,none
1109,571,200,204,right,frame_9586.jpg,none
1229,483,115,204,right,frame_8928.jpg,none
981,603,194,273,right,frame_4394.jpg,none
879,708,158,280,right,frame_9420.jpg,none
1266,700,247,293,right,frame_10752.jpg,none
1190,686,230,195,right,frame_9670.jpg,none
1399,462,302,264,right,frame_4769.jpg,none
981,600,186,263,right,frame_4389.jpg,none
1235,696,215,247,right,frame_9696.jpg,none
1078,572,194,208,right,frame_9599.jpg,none
1131,719,154,232,right,frame_2728.jpg,none
1280,666,189,266,right,frame_9731.jpg,none
1185,596,199,241,right,frame_9664.jpg,none
1198,714,228,208,right,frame_9687.jpg,none
1353,761,246,179,right,frame_11119.jpg,none
1350,688,244,280,right,frame_10760.jpg,none
1032,619,215,283,right,frame_4439.jpg,none
983,575,180,265,right,frame_4381.jpg,none
1062,770,213,283,right,frame_9653.jpg,none
1193,569,169,199,right,frame_9564.jpg,none
921,677,289,159,right,frame_9485.jpg,none
1198,692,233,267,right,frame_10733.jpg,none
1560,792,272,288,right,frame_10799.jpg,none
1123,630,185,220,right,frame_9381.jpg,none
940,689,278,261,right,frame_9525.jpg,none
903,640,266,166,right,frame_9490.jpg,none
1435,63,230,306,right,frame_10975.jpg,none
1366,387,312,323,right,frame_1679.jpg,none
1176,712,252,184,right,frame_9672.jpg,none
1008,637,195,136,right,frame_9367.jpg,none
1578,508,280,156,right,frame_3427.jpg,none
836,751,163,291,right,frame_9418.jpg,none
1558,797,273,279,right,frame_10798.jpg,none
1119,573,226,234,right,frame_10149.jpg,none
1058,569,188,199,right,frame_9609.jpg,none
1148,687,148,200,right,frame_4368.jpg,none
1198,660,225,215,right,frame_9669.jpg,none
1034,678,158,107,right,frame_9359.jpg,none
1234,563,139,195,right,frame_9561.jpg,none
1024,577,218,285,right,frame_4434.jpg,none
1132,621,236,258,right,frame_7173.jpg,none
1345,783,268,263,right,frame_4760.jpg,none
1197,685,231,262,right,frame_10735.jpg,none
1187,549,183,219,right,frame_9515.jpg,none
1380,686,247,277,right,frame_10763.jpg,none
1194,716,236,209,right,frame_9690.jpg,none
1117,585,187,192,right,frame_9578.jpg,none
1122,577,230,231,right,frame_10147.jpg,none
1203,671,212,218,right,frame_10232.jpg,none
946,579,194,164,right,frame_9545.jpg,none
1073,477,190,238,right,frame_2790.jpg,none
1030,625,206,276,right,frame_4448.jpg,none
961,702,280,177,right,frame_9458.jpg,none
1103,573,197,199,right,frame_9572.jpg,none
892,690,274,263,right,frame_9528.jpg,none
1429,762,238,238,right,frame_11509.jpg,none
1320,679,309,241,right,frame_7142.jpg,none
1027,619,210,288,right,frame_4450.jpg,none
1206,648,194,243,right,frame_10224.jpg,none
1237,528,143,261,right,frame_8967.jpg,none
1251,703,243,286,right,frame_10750.jpg,none
1130,591,237,230,right,frame_10142.jpg,none
1121,615,145,271,right,frame_4374.jpg,none
1238,730,227,237,right,frame_9700.jpg,none
1421,753,242,235,right,frame_11508.jpg,none
1348,720,245,164,right,frame_11107.jpg,none
1106,695,252,336,right,frame_7178.jpg,none
1198,497,233,144,right,frame_7133.jpg,none
1192,607,198,249,right,frame_10195.jpg,none
1489,474,255,151,right,frame_3421.jpg,none
1310,626,237,375,right,frame_9636.jpg,none
1510,828,289,246,right,frame_11539.jpg,none
1564,797,272,279,right,frame_10800.jpg,none
1444,781,261,260,right,frame_11517.jpg,none
1382,758,182,320,right,frame_10633.jpg,none
1063,577,203,210,right,frame_9601.jpg,none
1213,521,167,220,right,frame_9513.jpg,none
1196,732,256,249,right,frame_9782.jpg,none
1301,701,216,284,right,frame_9714.jpg,none
1290,667,186,269,right,frame_9729.jpg,none
1468,134,240,301,right,frame_10930.jpg,none
1379,599,309,301,right,frame_4765.jpg,none
1246,703,251,292,right,frame_10749.jpg,none
870,570,181,251,right,frame_3561.jpg,none
1302,418,223,178,right,frame_3409.jpg,none
1371,791,257,189,right,frame_11125.jpg,none
1471,480,259,143,right,frame_3420.jpg,none
912,673,291,159,right,frame_9486.jpg,none
1253,785,136,214,right,frame_8911.jpg,none
877,685,268,259,right,frame_9529.jpg,none
1102,570,213,221,right,frame_9588.jpg,none
1231,500,134,214,right,frame_8965.jpg,none
1414,825,254,191,right,frame_11135.jpg,none
1245,753,175,304,right,frame_10321.jpg,none
1336,811,258,269,right,frame_4759.jpg,none
1309,666,178,265,right,frame_9747.jpg,none
1202,617,194,231,right,frame_9666.jpg,none
1329,748,211,332,right,frame_10639.jpg,none
1411,346,385,264,right,frame_1404.jpg,none
1340,728,240,164,right,frame_11111.jpg,none
1053,572,198,196,right,frame_9610.jpg,none
1384,803,252,188,right,frame_11128.jpg,none
1197,845,154,235,right,frame_10314.jpg,none
1203,647,199,235,right,frame_10223.jpg,none
1170,635,195,263,right,frame_9383.jpg,none
1180,550,148,203,right,frame_9557.jpg,none
967,698,295,201,right,frame_9462.jpg,none
1404,434,194,216,right,frame_6080.jpg,none
1017,665,242,244,right,frame_9522.jpg,none
1089,725,219,248,right,frame_9656.jpg,none
1216,730,217,197,right,frame_9680.jpg,none
972,623,137,236,right,frame_9423.jpg,none
1473,400,429,307,right,frame_1400.jpg,none
1362,554,196,202,right,frame_6087.jpg,none
1025,583,212,285,right,frame_4435.jpg,none
1269,496,155,228,right,frame_9509.jpg,none
1269,415,215,176,right,frame_3407.jpg,none
1063,781,221,295,right,frame_9651.jpg,none
1421,424,191,231,right,frame_6078.jpg,none
1093,558,211,190,right,frame_9615.jpg,none
1141,586,205,223,right,frame_10162.jpg,none
983,603,191,267,right,frame_4392.jpg,none
1085,854,170,163,right,frame_208.jpg,none
1126,551,156,148,right,frame_3391.jpg,none
1414,449,251,159,right,frame_3416.jpg,none
1305,770,286,251,right,frame_3370.jpg,none
1403,820,255,183,right,frame_11133.jpg,none
1422,65,249,297,right,frame_10968.jpg,none
1127,530,217,199,right,frame_9617.jpg,none
1250,747,229,245,right,frame_9707.jpg,none
1236,690,251,295,right,frame_10748.jpg,none
893,647,286,171,right,frame_9489.jpg,none
1211,451,133,180,right,frame_8942.jpg,none
1023,605,211,282,right,frame_4458.jpg,none
1043,575,175,226,right,frame_220.jpg,none
1151,528,166,146,right,frame_3395.jpg,none
1360,775,246,183,right,frame_11122.jpg,none
1122,575,163,145,right,frame_3388.jpg,none
1283,295,269,186,right,frame_1674.jpg,none
1259,705,247,287,right,frame_10751.jpg,none
1435,664,343,354,right,frame_1682.jpg,none
1474,134,243,305,right,frame_10929.jpg,none
1357,753,269,279,right,frame_4761.jpg,none
1312,668,177,265,right,frame_9749.jpg,none
1383,490,196,213,right,frame_6084.jpg,none
1398,446,241,155,right,frame_3415.jpg,none
970,701,289,196,right,frame_9461.jpg,none
1272,820,204,260,right,frame_9394.jpg,none
1132,576,212,236,right,frame_10159.jpg,none
