Time,left_none,left_precision,left_power,separator,right_none,right_precision,right_power
240.42 sec,0,0,0,0,0,0,0
240.44 sec,0,0,0,0,0,0,0
240.46 sec,0,0,0,0,0,0,0
240.48 sec,0,0,0,0,0,0,0
240.5 sec,0,0,0,0,0,0,0
240.52 sec,0,0,0,0,0,0,0
240.54 sec,0,0,0,0,0,0,0
240.56 sec,0,0,0,0,0,0,0
240.58 sec,0,0,0,0,0,0,0
240.6 sec,0,0,0,0,0,0,0
240.62 sec,0,0,0,0,0,0,0
240.64 sec,0,0,0,0,0,0,0
240.66 sec,0,0,0,0,0,0,0
240.68 sec,0,0,0,0,0,0,0
240.7 sec,0,0,0,0,0,0,0
240.72 sec,0,0,0,0,0,0,0
240.74 sec,0,0,0,0,0,0,0
240.76 sec,0,0,0,0,0,0,0
240.78 sec,0,0,0,0,0,0,0
240.8 sec,0,0,0,0,0,0,0
240.82 sec,0,0,0,0,0,0,0
240.84 sec,0,0,0,0,0,0,0
240.86 sec,0,0,0,0,0,0,0
240.88 sec,0,0,0,0,0,0,0
240.9 sec,0,0,0,0,0,0,0
240.92 sec,0,0,0,0,0,0,0
240.94 sec,0,0,0,0,0,0,0
240.96 sec,0,0,0,0,0,0,0
240.98 sec,0,0,0,0,0,0,0
241 sec,0,0,0,0,0,0,0
241.02 sec,0,0,0,0,0,0,0
241.04 sec,0,0,0,0,0,0,0
241.06 sec,0,0,0,0,0,0,0
241.08 sec,0,0,0,0,0,0,0
241.1 sec,0,0,0,0,0,0,0
241.12 sec,0,0,0,0,0,0,0
241.14 sec,0,0,0,0,0,0,0
241.16 sec,0,0,0,0,0,0,0
241.18 sec,0,0,0,0,0,0,0
241.2 sec,0,0,0,0,0,0,0
241.22 sec,0,0,0,0,0,0,0
241.24 sec,0,0,0,0,0,0,0
241.26 sec,0,0,0,0,0,0,0
241.28 sec,0,0,0,0,0,0,0
241.3 sec,0,0,0,0,0,0,0
241.32 sec,0,0,0,0,0,0,0
241.34 sec,0,0,0,0,0,0,0
241.36 sec,0,0,0,0,0,0,0
241.38 sec,0,0,0,0,0,0,0
241.4 sec,0,0,0,0,0,0,0
241.42 sec,0,0,0,0,0,0,0
241.44 sec,0,0,0,0,0,0,0
241.46 sec,0,0,0,0,0,0,0
241.48 sec,0,0,0,0,0,0,0
241.5 sec,0,0,0,0,0,0,0
241.52 sec,0,0,0,0,0,0,0
241.54 sec,0,0,0,0,0,0,0
241.56 sec,0,0,0,0,0,0,0
241.58 sec,0,0,0,0,0,0,0
241.6 sec,0,0,0,0,0,0,0
241.62 sec,0,0,0,0,0,0,0
241.64 sec,0,0,0,0,0,0,0
241.66 sec,0,0,0,0,0,0,0
241.68 sec,0,0,0,0,0,0,0
241.7 sec,0,0,0,0,0,0,0
241.72 sec,0,0,0,0,0,0,0
241.74 sec,0,0,0,0,0,0,0
241.76 sec,0,0,0,0,0,0,0
241.78 sec,0,0,0,0,0,0,0
241.8 sec,0,0,0,0,0,0,0
241.82 sec,0,0,0,0,0,0,0
241.84 sec,0,0,0,0,0,0,0
241.86 sec,0,0,0,0,0,0,0
241.88 sec,0,0,0,0,0,0,0
241.9 sec,0,0,0,0,0,0,0
241.92 sec,0,0,0,0,0,0,0
241.94 sec,0,0,0,0,0,0,0
241.96 sec,0,0,0,0,0,0,0
241.98 sec,0,0,0,0,0,0,0
242 sec,0,0,0,0,0,0,0
242.02 sec,0,0,0,0,0,0,0
242.04 sec,0,0,0,0,0,0,0
242.06 sec,0,0,0,0,0,0,0
242.08 sec,0,0,0,0,0,0,0
242.1 sec,0,0,0,0,0,0,0
242.12 sec,0,0,0,0,0,0,0
242.14 sec,0,0,0,0,0,0,0
242.16 sec,0,0,0,0,0,0,0
242.18 sec,0,0,0,0,0,0,0
242.2 sec,0,0,0,0,0,0,0
242.22 sec,0,0,0,0,0,0,0
242.24 sec,0,0,0,0,0,0,0
242.26 sec,0,0,0,0,0,0,0
242.28 sec,0,0,0,0,0,0,0
242.3 sec,0,0,0,0,0,0,0
242.32 sec,0,0,0,0,0,0,0
242.34 sec,0,0,0,0,0,0,0
242.36 sec,0,0,0,0,0,0,0
242.38 sec,0,0,0,0,0,0,0
242.4 sec,0,0,0,0,0,0,0
242.42 sec,0,0,0,0,0,0,0
242.44 sec,0,0,0,0,0,0,0
242.46 sec,0,0,0,0,0,0,0
242.48 sec,0,0,0,0,0,0,0
242.5 sec,0,0,0,0,0,0,0
242.52 sec,0,0,0,0,0,0,0
242.54 sec,0,0,0,0,0,0,0
242.56 sec,0,0,0,0,0,0,0
242.58 sec,0,0,0,0,0,0,0
242.6 sec,0,0,0,0,0,0,0
242.62 sec,0,0,0,0,0,0,0
242.64 sec,0,0,0,0,0,0,0
242.66 sec,0,0,0,0,0,0,0
242.68 sec,0,0,0,0,0,0,0
242.7 sec,0,0,0,0,0,0,0
242.72 sec,0,0,0,0,0,0,0
242.74 sec,0,0,0,0,0,0,0
242.76 sec,0,0,0,0,0,0,0
242.78 sec,0,0,0,0,0,0,0
242.8 sec,0,0,0,0,0,0,0
242.82 sec,0,0,0,0,0,0,0
242.84 sec,0,0,0,0,0,0,0
242.86 sec,0,0,0,0,0,0,0
242.88 sec,0,0,0,0,0,0,0
242.9 sec,0,0,0,0,0,0,0
242.92 sec,0,0,0,0,0,0,0
242.94 sec,0,0,0,0,0,0,0
242.96 sec,0,0,0,0,0,0,0
242.98 sec,0,0,0,0,0,0,0
243 sec,0,0,0,0,0,0,0
243.02 sec,0,0,0,0,0,0,0
243.04 sec,0,0,0,0,0,0,0
243.06 sec,0,0,0,0,0,0,0
243.08 sec,0,0,0,0,0,0,0
243.1 sec,0,0,0,0,0,0,0
243.12 sec,0,0,0,0,0,0,0
243.14 sec,0,0,0,0,0,0,0
243.16 sec,0,0,0,0,0,0,0
243.18 sec,0,0,0,0,0,0,0
243.2 sec,0,0,0,0,0,0,0
243.22 sec,0,0,0,0,0,0,0
243.24 sec,0,0,0,0,0,0,0
243.26 sec,0,0,0,0,0,0,0
243.28 sec,0,0,0,0,0,0,0
243.3 sec,0,0,0,0,0,0,0
243.32 sec,0,0,0,0,0,0,0
243.34 sec,0,0,0,0,0,0,0
243.36 sec,0,0,0,0,0,0,0
243.38 sec,0,0,0,0,0,0,0
243.4 sec,0,0,0,0,0,0,0
243.42 sec,0,0,0,0,0,0,0
243.44 sec,0,0,0,0,0,0,0
243.46 sec,0,0,0,0,0,0,0
243.48 sec,0,0,0,0,0,0,0
243.5 sec,0,0,0,0,0,0,0
243.52 sec,0,0,0,0,0,0,0
243.54 sec,0,0,0,0,0,0,0
243.56 sec,0,0,0,0,0,0,0
243.58 sec,0,0,0,0,0,0,0
243.6 sec,0,0,0,0,0,0,0
243.62 sec,0,0,0,0,0,0,0
243.64 sec,0,0,0,0,0,0,0
243.66 sec,0,0,0,0,0,0,0
243.68 sec,0,0,0,0,0,0,0
243.7 sec,0,0,0,0,0,0,0
243.72 sec,0,0,0,0,0,0,0
243.74 sec,0,0,0,0,0,0,0
243.76 sec,0,0,0,0,0,0,0
243.78 sec,0,0,0,0,0,0,0
243.8 sec,0,0,0,0,0,0,0
243.82 sec,0,0,0,0,0,0,0
243.84 sec,0,0,0,0,0,0,0
243.86 sec,0,0,0,0,0,0,0
243.88 sec,0,0,0,0,0,0,0
243.9 sec,0,0,0,0,0,0,0
243.92 sec,0,0,0,0,0,0,0
243.94 sec,0,0,0,0,0,0,0
243.96 sec,0,0,0,0,0,0,0
243.98 sec,0,0,0,0,0,0,0
244 sec,0,0,0,0,0,0,0
244.02 sec,0,0,0,0,0,0,0
244.04 sec,0,0,0,0,0,0,0
244.06 sec,0,0,0,0,0,0,0
244.08 sec,0,0,0,0,0,0,0
244.1 sec,0,0,0,0,0,0,0
244.12 sec,0,0,0,0,0,0,0
244.14 sec,0,0,0,0,0,0,0
244.16 sec,0,0,0,0,0,0,0
244.18 sec,0,0,0,0,0,0,0
244.2 sec,0,0,0,0,0,0,0
244.22 sec,0,0,0,0,0,0,0
244.24 sec,0,0,0,0,0,0,0
244.26 sec,0,0,0,0,0,0,0
244.28 sec,0,0,0,0,0,0,0
244.3 sec,0,0,0,0,0,0,0
244.32 sec,0,0,0,0,0,0,0
244.34 sec,0,0,0,0,0,0,0
244.36 sec,0,0,0,0,0,0,0
244.38 sec,0,0,0,0,0,0,0
244.4 sec,0,0,0,0,0,0,0
244.42 sec,0,0,0,0,0,0,0
244.44 sec,0,0,0,0,0,0,0
244.46 sec,0,0,0,0,0,0,0
244.48 sec,0,0,0,0,0,0,0
244.5 sec,0,0,0,0,0,0,0
244.52 sec,0,0,0,0,0,0,0
244.54 sec,0,0,0,0,0,0,0
244.56 sec,0,0,0,0,0,0,0
244.58 sec,0,0,0,0,0,0,0
244.6 sec,0,0,0,0,0,0,0
244.62 sec,0,0,0,0,0,0,0
244.64 sec,0,0,0,0,0,0,0
244.66 sec,0,0,0,0,0,0,0
244.68 sec,0,0,0,0,0,0,0
244.7 sec,0,0,0,0,0,0,0
244.72 sec,0,0,0,0,0,0,0
244.74 sec,0,0,0,0,0,0,0
244.76 sec,0,0,0,0,0,0,0
244.78 sec,0,0,0,0,0,0,0
244.8 sec,0,0,0,0,0,0,0
244.82 sec,0,0,0,0,0,0,0
244.84 sec,0,0,0,0,0,0,0
244.86 sec,0,0,0,0,0,0,0
244.88 sec,0,0,0,0,0,0,0
244.9 sec,0,0,0,0,0,0,0
244.92 sec,0,0,0,0,0,0,0
244.94 sec,0,0,0,0,0,0,0
244.96 sec,0,0,0,0,0,0,0
244.98 sec,0,0,0,0,0,0,0
245 sec,0,0,0,0,0,0,0
245.02 sec,0,0,0,0,0,0,0
245.04 sec,0,0,0,0,0,0,0
245.06 sec,0,0,0,0,0,0,0
245.08 sec,0,0,0,0,0,0,0
245.1 sec,0,0,0,0,0,0,0
245.12 sec,0,0,0,0,0,0,0
245.14 sec,0,0,0,0,0,0,0
245.16 sec,0,0,0,0,0,0,0
245.18 sec,0,0,0,0,0,0,0
245.2 sec,0,0,0,0,0,0,0
245.22 sec,0,0,0,0,0,0,0
245.24 sec,0,0,0,0,0,0,0
245.26 sec,0,0,0,0,0,0,0
245.28 sec,0,0,0,0,0,0,0
245.3 sec,0,0,0,0,0,0,0
245.32 sec,0,0,0,0,0,0,0
245.34 sec,0,0,0,0,0,0,0
245.36 sec,0,0,0,0,0,0,0
245.38 sec,0,0,0,0,0,0,0
245.4 sec,0,0,0,0,0,0,0
245.42 sec,0,0,0,0,0,0,0
245.44 sec,0,0,0,0,0,0,0
245.46 sec,0,0,0,0,0,0,0
245.48 sec,0,0,0,0,0,0,0
245.5 sec,0,0,0,0,0,0,0
245.52 sec,0,0,0,0,0,0,0
245.54 sec,0,0,0,0,0,0,0
245.56 sec,0,0,0,0,0,0,0
245.58 sec,0,0,0,0,0,0,0
245.6 sec,0,0,0,0,0,0,0
245.62 sec,0,0,0,0,0,0,0
245.64 sec,0,0,0,0,0,0,0
245.66 sec,0,0,0,0,0,0,0
245.68 sec,0,0,0,0,0,0,0
245.7 sec,0,0,0,0,0,0,0
245.72 sec,0,0,0,0,0,0,0
245.74 sec,0,0,0,0,0,0,0
245.76 sec,0,0,0,0,0,0,0
245.78 sec,0,0,0,0,0,0,0
245.8 sec,0,0,0,0,0,0,0
245.82 sec,0,0,0,0,0,0,0
245.84 sec,0,0,0,0,0,0,0
245.86 sec,0,0,0,0,0,0,0
245.88 sec,0,0,0,0,0,0,0
245.9 sec,0,0,0,0,0,0,0
245.92 sec,0,0,0,0,0,0,0
245.94 sec,0,0,0,0,0,0,0
245.96 sec,0,0,0,0,0,0,0
245.98 sec,0,0,0,0,0,0,0
246 sec,0,0,0,0,0,0,0
246.02 sec,0,0,0,0,0,0,0
246.04 sec,0,0,0,0,0,0,0
246.06 sec,0,0,0,0,0,0,0
246.08 sec,0,0,0,0,0,0,0
246.1 sec,0,0,0,0,0,0,0
246.12 sec,0,0,0,0,0,0,0
246.14 sec,0,0,0,0,0,0,0
246.16 sec,0,0,0,0,0,0,0
246.18 sec,0,0,0,0,0,0,0
246.2 sec,0,0,0,0,0,0,0
246.22 sec,0,0,0,0,0,0,0
246.24 sec,0,0,0,0,0,0,0
246.26 sec,0,0,0,0,0,0,0
246.28 sec,0,0,0,0,0,0,0
246.3 sec,0,0,0,0,0,0,0
246.32 sec,0,0,0,0,0,0,0
246.34 sec,0,0,0,0,0,0,0
246.36 sec,0,0,0,0,0,0,0
246.38 sec,0,0,0,0,0,0,0
246.4 sec,0,0,0,0,0,0,0
246.42 sec,0,0,0,0,0,0,0
246.44 sec,0,0,0,0,0,0,0
246.46 sec,0,0,0,0,0,0,0
246.48 sec,0,0,0,0,0,0,0
246.5 sec,0,0,0,0,0,0,0
246.52 sec,0,0,0,0,0,0,0
246.54 sec,0,0,0,0,0,0,0
246.56 sec,0,0,0,0,0,0,0
246.58 sec,0,0,0,0,0,0,0
246.6 sec,0,0,0,0,0,0,0
246.62 sec,0,0,0,0,0,0,0
246.64 sec,0,0,0,0,0,0,0
246.66 sec,0,0,0,0,0,0,0
246.68 sec,0,0,0,0,0,0,0
246.7 sec,0,0,0,0,0,0,0
246.72 sec,0,0,0,0,0,0,0
246.74 sec,0,0,0,0,0,0,0
246.76 sec,0,0,0,0,0,0,0
246.78 sec,0,0,0,0,0,0,0
246.8 sec,0,0,0,0,0,0,0
246.82 sec,0,0,0,0,0,0,0
246.84 sec,0,0,0,0,0,0,0
246.86 sec,0,0,0,0,0,0,0
246.88 sec,0,0,0,0,0,0,0
246.9 sec,0,0,0,0,0,0,0
246.92 sec,0,0,0,0,0,0,0
246.94 sec,0,0,0,0,0,0,0
246.96 sec,0,0,0,0,0,0,0
246.98 sec,0,0,0,0,0,0,0
247 sec,0,0,0,0,0,0,0
247.02 sec,0,0,0,0,0,0,0
247.04 sec,0,0,0,0,0,0,0
247.06 sec,0,0,0,0,0,0,0
247.08 sec,0,0,0,0,0,0,0
247.1 sec,0,0,0,0,0,0,0
247.12 sec,0,0,0,0,0,0,0
247.14 sec,0,0,0,0,0,0,0
247.16 sec,0,0,0,0,0,0,0
247.18 sec,0,0,0,0,0,0,0
247.2 sec,0,0,0,0,0,0,0
247.22 sec,0,0,0,0,0,0,0
247.24 sec,0,0,0,0,0,0,0
247.26 sec,0,0,0,0,0,0,0
247.28 sec,0,0,0,0,0,0,0
247.3 sec,0,0,0,0,0,0,0
247.32 sec,0,0,0,0,0,0,0
247.34 sec,0,0,0,0,0,0,0
247.36 sec,0,0,0,0,0,0,0
247.38 sec,0,0,0,0,0,0,0
247.4 sec,0,0,0,0,0,0,0
247.42 sec,0,0,0,0,0,0,0
247.44 sec,0,0,0,0,0,0,0
247.46 sec,0,0,0,0,0,0,0
247.48 sec,0,0,0,0,0,0,0
247.5 sec,0,0,0,0,0,0,0
247.52 sec,0,0,0,0,0,0,0
247.54 sec,0,0,0,0,0,0,0
247.56 sec,0,0,0,0,0,0,0
247.58 sec,0,0,0,0,0,0,0
247.6 sec,0,0,0,0,0,0,0
247.62 sec,0,0,0,0,0,0,0
247.64 sec,0,0,0,0,0,0,0
247.66 sec,0,0,0,0,0,0,0
247.68 sec,0,0,0,0,0,0,0
247.7 sec,0,0,0,0,0,0,0
247.72 sec,0,0,0,0,0,0,0
247.74 sec,0,0,0,0,0,0,0
247.76 sec,0,0,0,0,0,0,0
247.78 sec,0,0,0,0,0,0,0
247.8 sec,0,0,0,0,0,0,0
247.82 sec,0,0,0,0,0,0,0
247.84 sec,0,0,0,0,0,0,0
247.86 sec,0,0,0,0,0,0,0
247.88 sec,0,0,0,0,0,0,0
247.9 sec,0,0,0,0,0,0,0
247.92 sec,0,0,0,0,0,0,0
247.94 sec,0,0,0,0,0,0,0
247.96 sec,0,0,0,0,0,0,0
247.98 sec,0,0,0,0,0,0,0
248 sec,0,0,0,0,0,0,0
248.02 sec,0,0,0,0,0,0,0
248.04 sec,0,0,0,0,0,0,0
248.06 sec,0,0,0,0,0,0,0
248.08 sec,0,0,0,0,0,0,0
248.1 sec,0,0,0,0,0,0,0
248.12 sec,0,0,0,0,0,0,0
248.14 sec,0,0,0,0,0,0,0
248.16 sec,0,0,0,0,0,0,0
248.18 sec,0,0,0,0,0,0,0
248.2 sec,0,0,0,0,0,0,0
248.22 sec,0,0,0,0,0,0,0
248.24 sec,0,0,0,0,0,0,0
248.26 sec,0,0,0,0,0,0,0
248.28 sec,0,0,0,0,0,0,0
248.3 sec,0,0,0,0,0,0,0
248.32 sec,0,0,0,0,0,0,0
248.34 sec,0,0,0,0,0,0,0
248.36 sec,0,0,0,0,0,0,0
248.38 sec,0,0,0,0,0,0,0
248.4 sec,0,0,0,0,0,0,0
248.42 sec,0,0,0,0,0,0,0
248.44 sec,0,0,0,0,0,0,0
248.46 sec,0,0,0,0,0,0,0
248.48 sec,0,0,0,0,0,0,0
248.5 sec,0,0,0,0,0,0,0
248.52 sec,0,0,0,0,0,0,0
248.54 sec,0,0,0,0,0,0,0
248.56 sec,0,0,0,0,0,0,0
248.58 sec,0,0,0,0,0,0,0
248.6 sec,0,0,0,0,0,0,0
248.62 sec,0,0,0,0,0,0,0
248.64 sec,0,0,0,0,0,0,0
248.66 sec,0,0,0,0,0,0,0
248.68 sec,0,0,0,0,0,0,0
248.7 sec,0,0,0,0,0,0,0
248.72 sec,0,0,0,0,0,0,0
248.74 sec,0,0,0,0,0,0,0
248.76 sec,0,0,0,0,0,0,0
248.78 sec,0,0,0,0,0,0,0
248.8 sec,0,0,0,0,0,0,0
248.82 sec,0,0,0,0,0,0,0
248.84 sec,0,0,0,0,0,0,0
248.86 sec,0,0,0,0,0,0,0
248.88 sec,0,0,0,0,0,0,0
248.9 sec,0,0,0,0,0,0,0
248.92 sec,0,0,0,0,0,0,0
248.94 sec,0,0,0,0,0,0,0
248.96 sec,0,0,0,0,0,0,0
248.98 sec,0,0,0,0,0,0,0
249 sec,0,0,0,0,0,0,0
249.02 sec,0,0,0,0,0,0,0
249.04 sec,0,0,0,0,0,0,0
249.06 sec,0,0,0,0,0,0,0
249.08 sec,0,0,0,0,0,0,0
249.1 sec,0,0,0,0,0,0,0
249.12 sec,0,0,0,0,0,0,0
249.14 sec,0,0,0,0,0,0,0
249.16 sec,0,0,0,0,0,0,0
249.18 sec,0,0,0,0,0,0,0
249.2 sec,0,0,0,0,0,0,0
249.22 sec,0,0,0,0,0,0,0
249.24 sec,0,0,0,0,0,0,0
249.26 sec,0,0,0,0,0,0,0
249.28 sec,0,0,0,0,0,0,0
249.3 sec,0,0,0,0,0,0,0
249.32 sec,0,0,0,0,0,0,0
249.34 sec,0,0,0,0,0,0,0
249.36 sec,0,0,0,0,0,0,0
249.38 sec,0,0,0,0,0,0,0
249.4 sec,0,0,0,0,0,0,0
249.42 sec,0,0,0,0,0,0,0
249.44 sec,0,0,0,0,0,0,0
249.46 sec,0,0,0,0,0,0,0
249.48 sec,0,0,0,0,0,0,0
249.5 sec,0,0,0,0,0,0,0
249.52 sec,0,0,0,0,0,0,0
249.54 sec,0,0,0,0,0,0,0
249.56 sec,0,0,0,0,0,0,0
249.58 sec,0,0,0,0,0,0,0
249.6 sec,0,0,0,0,0,0,0
249.62 sec,0,0,0,0,0,0,0
249.64 sec,0,0,0,0,0,0,0
249.66 sec,0,0,0,0,0,0,0
249.68 sec,0,0,0,0,0,0,0
249.7 sec,0,0,0,0,0,0,0
249.72 sec,0,0,0,0,0,0,0
249.74 sec,0,0,0,0,0,0,0
249.76 sec,0,0,0,0,0,0,0
249.78 sec,0,0,0,0,0,0,0
249.8 sec,0,0,0,0,0,0,0
249.82 sec,0,0,0,0,0,0,0
249.84 sec,0,0,0,0,0,0,0
249.86 sec,0,0,0,0,0,0,0
249.88 sec,0,0,0,0,0,0,0
249.9 sec,0,0,0,0,0,0,0
249.92 sec,0,0,0,0,0,0,0
249.94 sec,0,0,0,0,0,0,0
249.96 sec,0,0,0,0,0,0,0
249.98 sec,0,0,0,0,0,0,0
250 sec,0,0,0,0,0,0,0
250.02 sec,0,0,0,0,0,0,0
250.04 sec,0,0,0,0,0,0,0
250.06 sec,0,0,0,0,0,0,0
250.08 sec,0,0,0,0,0,0,0
250.1 sec,0,0,0,0,0,0,0
250.12 sec,0,0,0,0,0,0,0
250.14 sec,0,0,0,0,0,0,0
250.16 sec,0,0,0,0,0,0,0
250.18 sec,0,0,0,0,0,0,0
250.2 sec,0,0,0,0,0,0,0
250.22 sec,0,0,0,0,0,0,0
250.24 sec,0,0,0,0,0,0,0
250.26 sec,0,0,0,0,0,0,0
250.28 sec,0,0,0,0,0,0,0
250.3 sec,0,0,0,0,0,0,0
250.32 sec,0,0,0,0,0,0,0
250.34 sec,0,0,0,0,0,0,0
250.36 sec,0,0,0,0,0,0,0
250.38 sec,0,0,0,0,0,0,0
250.4 sec,0,0,0,0,0,0,0
250.42 sec,0,0,0,0,0,0,0
250.44 sec,0,0,0,0,0,0,0
250.46 sec,0,0,0,0,0,0,0
250.48 sec,0,0,0,0,0,0,0
250.5 sec,0,0,0,0,0,0,0
250.52 sec,0,0,0,0,0,0,0
250.54 sec,0,0,0,0,0,0,0
250.56 sec,0,0,0,0,0,0,0
250.58 sec,0,0,0,0,0,0,0
250.6 sec,0,0,0,0,0,0,0
250.62 sec,0,0,0,0,0,0,0
250.64 sec,0,0,0,0,0,0,0
250.66 sec,0,0,0,0,0,0,0
250.68 sec,0,0,0,0,0,0,0
250.7 sec,0,0,0,0,0,0,0
250.72 sec,0,0,0,0,0,0,0
250.74 sec,0,0,0,0,0,0,0
250.76 sec,0,0,0,0,0,0,0
250.78 sec,0,0,0,0,0,0,0
250.8 sec,0,0,0,0,0,0,0
250.82 sec,0,0,0,0,0,0,0
250.84 sec,0,0,0,0,0,0,0
250.86 sec,0,0,0,0,0,0,0
250.88 sec,0,0,0,0,0,0,0
250.9 sec,0,0,0,0,0,0,0
250.92 sec,0,0,0,0,0,0,0
250.94 sec,0,0,0,0,0,0,0
250.96 sec,0,0,0,0,0,0,0
250.98 sec,0,0,0,0,0,0,0
251 sec,0,0,0,0,0,0,0
251.02 sec,0,0,0,0,0,0,0
251.04 sec,0,0,0,0,0,0,0
251.06 sec,0,0,0,0,0,0,0
251.08 sec,0,0,0,0,0,0,0
251.1 sec,0,0,0,0,0,0,0
251.12 sec,0,0,0,0,0,0,0
251.14 sec,0,0,0,0,0,0,0
251.16 sec,0,0,0,0,0,0,0
251.18 sec,0,0,0,0,0,0,0
251.2 sec,0,0,0,0,0,0,0
251.22 sec,0,0,0,0,0,0,0
251.24 sec,0,0,0,0,0,0,0
251.26 sec,0,0,0,0,0,0,0
251.28 sec,0,0,0,0,0,0,0
251.3 sec,0,0,0,0,0,0,0
251.32 sec,0,0,0,0,0,0,0
251.34 sec,0,0,0,0,0,0,0
251.36 sec,0,0,0,0,0,0,0
251.38 sec,0,0,0,0,0,0,0
251.4 sec,0,0,0,0,0,0,0
251.42 sec,0,0,0,0,0,0,0
251.44 sec,0,0,0,0,0,0,0
251.46 sec,0,0,0,0,0,0,0
251.48 sec,0,0,0,0,0,0,0
251.5 sec,0,0,0,0,0,0,0
251.52 sec,0,0,0,0,0,0,0
251.54 sec,0,0,0,0,0,0,0
251.56 sec,0,0,0,0,0,0,0
251.58 sec,0,0,0,0,0,0,0
251.6 sec,0,0,0,0,0,0,0
251.62 sec,0,0,0,0,0,0,0
251.64 sec,0,0,0,0,0,0,0
251.66 sec,0,0,0,0,0,0,0
251.68 sec,0,0,0,0,0,0,0
251.7 sec,0,0,0,0,0,0,0
251.72 sec,0,0,0,0,0,0,0
251.74 sec,0,0,0,0,0,0,0
251.76 sec,0,0,0,0,0,0,0
251.78 sec,0,0,0,0,0,0,0
251.8 sec,0,0,0,0,0,0,0
251.82 sec,0,0,0,0,0,0,0
251.84 sec,0,0,0,0,0,0,0
251.86 sec,0,0,0,0,0,0,0
251.88 sec,0,0,0,0,0,0,0
251.9 sec,0,0,0,0,0,0,0
251.92 sec,0,0,0,0,0,0,0
251.94 sec,0,0,0,0,0,0,0
251.96 sec,0,0,0,0,0,0,0
251.98 sec,0,0,0,0,0,0,0
252 sec,0,0,0,0,0,0,0
252.02 sec,0,0,0,0,0,0,0
252.04 sec,0,0,0,0,0,0,0
252.06 sec,0,0,0,0,0,0,0
252.08 sec,0,0,0,0,0,0,0
252.1 sec,0,0,0,0,0,0,0
252.12 sec,0,0,0,0,0,0,0
252.14 sec,0,0,0,0,0,0,0
252.16 sec,0,0,0,0,0,0,0
252.18 sec,0,0,0,0,0,0,0
252.2 sec,0,0,0,0,0,0,0
252.22 sec,0,0,0,0,0,0,0
252.24 sec,0,0,0,0,0,0,0
252.26 sec,0,0,0,0,0,0,0
252.28 sec,0,0,0,0,0,0,0
252.3 sec,0,0,0,0,0,0,0
252.32 sec,0,0,0,0,0,0,0
252.34 sec,0,0,0,0,0,0,0
252.36 sec,0,0,0,0,0,0,0
252.38 sec,0,0,0,0,0,0,0
252.4 sec,0,0,0,0,0,0,0
252.42 sec,0,0,0,0,0,0,0
252.44 sec,0,0,0,0,0,0,0
252.46 sec,0,0,0,0,0,0,0
252.48 sec,0,0,0,0,0,0,0
252.5 sec,0,0,0,0,0,0,0
252.52 sec,0,0,0,0,0,0,0
252.54 sec,0,0,0,0,0,0,0
252.56 sec,0,0,0,0,0,0,0
252.58 sec,0,0,0,0,0,0,0
252.6 sec,0,0,0,0,0,0,0
252.62 sec,0,0,0,0,0,0,0
252.64 sec,0,0,0,0,0,0,0
252.66 sec,0,0,0,0,0,0,0
252.68 sec,0,0,0,0,0,0,0
252.7 sec,0,0,0,0,0,0,0
252.72 sec,0,0,0,0,0,0,0
252.74 sec,0,0,0,0,0,0,0
252.76 sec,0,0,0,0,0,0,0
252.78 sec,0,0,0,0,0,0,0
252.8 sec,0,0,0,0,0,0,0
252.82 sec,0,0,0,0,0,0,0
252.84 sec,0,0,0,0,0,0,0
252.86 sec,0,0,0,0,0,0,0
252.88 sec,0,0,0,0,0,0,0
252.9 sec,0,0,0,0,0,0,0
252.92 sec,0,0,0,0,0,0,0
252.94 sec,0,0,0,0,0,0,0
252.96 sec,0,0,0,0,0,0,0
252.98 sec,0,0,0,0,0,0,0
253 sec,0,0,0,0,0,0,0
253.02 sec,0,0,0,0,0,0,0
253.04 sec,0,0,0,0,0,0,0
253.06 sec,0,0,0,0,0,0,0
253.08 sec,0,0,0,0,0,0,0
253.1 sec,0,0,0,0,0,0,0
253.12 sec,0,0,0,0,0,0,0
253.14 sec,0,0,0,0,0,0,0
253.16 sec,0,0,0,0,0,0,0
253.18 sec,0,0,0,0,0,0,0
253.2 sec,0,0,0,0,0,0,0
253.22 sec,0,0,0,0,0,0,0
253.24 sec,0,0,0,0,0,0,0
253.26 sec,0,0,0,0,0,0,0
253.28 sec,0,0,0,0,0,0,0
253.3 sec,0,0,0,0,0,0,0
253.32 sec,0,0,0,0,0,0,0
253.34 sec,0,0,0,0,0,0,0
253.36 sec,0,0,0,0,0,0,0
253.38 sec,0,0,0,0,0,0,0
253.4 sec,0,0,0,0,0,0,0
253.42 sec,0,0,0,0,0,0,0
253.44 sec,0,0,0,0,0,0,0
253.46 sec,0,0,0,0,0,0,0
253.48 sec,0,0,0,0,0,0,0
253.5 sec,0,0,0,0,0,0,0
253.52 sec,0,0,0,0,0,0,0
253.54 sec,0,0,0,0,0,0,0
253.56 sec,0,0,0,0,0,0,0
253.58 sec,0,0,0,0,0,0,0
253.6 sec,0,0,0,0,0,0,0
253.62 sec,0,0,0,0,0,0,0
253.64 sec,0,0,0,0,0,0,0
253.66 sec,0,0,0,0,0,0,0
253.68 sec,0,0,0,0,0,0,0
253.7 sec,0,0,0,0,0,0,0
253.72 sec,0,0,0,0,0,0,0
